V1,pop_1,pop_2,pop_3,pop_4,pop_5,pop_6,pop_7,pop_8,pop_9,sbank_1,sbank_2,sbank_3,sbank_4,sbank_5,sbank_6,sbank_7,sbank_8,sbank_9,actions,rewards
84,5789,43842,689,452957,90335,1462,14369,2827,549,106559,735903,12881,6208418,1304354,37333,278644,49510,11020,0,-90
85,6472,57719,846,542238,119277,1876,18649,3377,742,138539,640784,11077,8653083,1238065,33406,291408,50686,9544,0,-90
86,8086,55645,879,607843,119929,1975,21058,3742,784,177809,1317424,23075,10138088,2055786,61447,468042,80896,19284,10,-99
87,6549,56814,889,491085,99182,1720,17199,3229,685,118362,903491,16052,6650948,1393469,43410,333552,56639,13923,0,-90
88,7264,71019,1066,583077,128359,2195,22321,3865,927,147678,778332,13764,8964358,1352745,39494,339083,57318,11892,10,-99
89,5479,36915,578,432210,69877,1185,13043,2380,467,100223,590749,10399,5944195,981338,29552,247203,41483,9044,0,-80
90,6114,47818,698,519178,91153,1504,16690,2839,614,137420,639342,11118,8560509,1151304,30954,280637,47544,9120,10,-99
91,5044,29537,458,410839,57849,909,10633,1939,353,93733,510762,8819,5709878,865366,23521,204113,34492,7386,0,-70
92,5677,40848,577,497104,79187,1175,13704,2337,489,131523,540693,9174,8371339,979322,24204,238871,40504,7397,10,-89
93,4808,25079,378,401359,49462,712,9001,1646,282,90200,449672,7735,5596295,765114,19056,174311,30013,5787,10,-79
94,3357,20240,312,287147,38473,545,6536,1213,213,63450,293206,4990,3984889,509082,12402,117407,20035,3447,10,-79
95,2361,13584,206,206890,26244,365,4441,819,135,47632,188355,3154,3054902,344964,7780,81890,14071,2049,10,-69
96,1758,8779,134,158797,17784,229,3084,574,86,38395,123694,2046,2517584,240544,4961,60358,10528,1237,10,-69
97,1410,5752,88,129412,12338,147,2257,428,53,31569,81969,1341,2118642,169435,3182,46193,7740,744,0,-50
98,1763,7197,100,174051,17158,176,2981,519,63,68548,94090,1458,4726747,241392,3973,85029,13773,1210,10,-69
99,2409,4366,63,219672,11995,118,3027,538,47,50927,81620,1309,3481268,218628,3263,64889,10797,819,0,-60
100,2902,6291,88,291918,19207,160,4123,693,63,68828,91667,1446,4732811,268762,4031,85374,14018,677,10,-69
101,2513,4199,63,230548,13428,117,3145,561,31,51272,75391,1184,3486279,235860,3316,67165,11416,508,10,-69
102,1887,3396,49,181624,11655,97,2485,461,22,38292,49763,786,2607414,161323,2172,48970,8034,320,10,-59
103,1416,2303,35,136329,8263,66,1830,331,14,32579,33196,505,2250804,114062,1462,40302,6336,205,10,-59
104,1188,1542,26,114890,5832,48,1487,258,9,27220,22617,334,1894178,82650,1002,33096,5031,138,0,-50
105,1504,1956,35,156881,8221,59,2054,329,15,58377,29928,395,4111225,131172,1371,67486,10222,174,10,-59
106,2050,1358,19,191704,6413,45,2373,396,9,44505,26178,375,3126034,118075,1251,53130,8345,158,10,-59
107,1631,1170,19,161288,5800,38,1960,336,8,30907,17392,246,2177986,80083,839,37248,5717,99,0,-50
108,1851,1503,24,193733,8149,50,2499,397,12,77337,25844,300,5450926,134441,1139,88112,13126,139,0,-50
109,3562,1967,29,323620,11287,64,4400,696,18,118452,61882,906,8196385,357789,4288,152685,23518,477,10,-69
110,4199,2627,35,388431,16425,117,5370,900,18,79569,45531,706,5482346,266598,3190,105546,16217,350,0,-60
111,4756,3657,51,474166,25142,157,6996,1086,27,117963,49968,691,8213339,296219,3082,147037,21970,364,0,-60
112,6463,4283,56,560213,29968,176,9072,1404,34,147455,123579,2253,9821431,860253,11714,236704,38240,1840,10,-69
113,5408,5268,90,474347,39717,310,8544,1493,63,97916,93483,1748,6441955,660443,9366,166369,27288,1340,10,-69
114,3652,4227,73,329481,32981,263,6232,1109,53,67548,60067,1119,4474318,422818,5867,111370,18101,829,0,-60
115,4094,5292,86,386583,44741,312,7697,1278,65,111729,71905,1288,7640940,535104,7151,157956,25461,881,0,-60
116,5904,6156,100,500374,49782,365,9864,1641,73,144965,187341,4329,9533231,1608029,24210,257625,49457,3789,10,-69
117,5274,7960,166,458174,73486,637,9301,1914,132,96275,138902,3103,6266465,1124371,16936,180342,34656,2521,0,-70
118,5871,11120,209,547791,101434,833,12054,2321,179,129608,132820,2718,8686438,1020698,15085,209112,37261,2575,0,-70
119,7469,12270,223,611646,101107,882,14255,2650,200,160225,334834,6857,10159280,1911329,34569,337508,63452,6041,0,-70
120,9416,21433,380,750317,140881,1431,20293,3854,330,188969,597699,11626,11276052,2456772,52770,494263,89636,10094,0,-70
121,11490,38540,639,857300,190936,2261,29568,5516,555,215922,888011,16778,12107169,2792398,69271,677125,116034,14488,10,-99
122,8128,38743,655,592726,138610,1944,24865,4645,518,142638,645154,11989,7823184,1818834,47364,470601,79157,9974,0,-90
123,8905,51222,796,692029,170130,2433,31856,5463,683,170406,620011,11645,10048829,1942266,46444,456708,79014,9678,10,-99
124,6367,29045,482,485357,98648,1375,17729,3292,374,114846,500602,9252,6637311,1336923,34438,334799,56591,7799,0,-70
125,7063,40029,603,580309,124471,1748,22654,3900,511,146794,546150,10051,9023964,1463229,35586,359476,60736,8012,10,-99
126,5435,25225,413,434534,74157,1047,13747,2504,305,99742,450823,8085,5990021,1047390,26770,261145,43660,6224,10,-79
127,3721,20307,325,306852,53427,769,9816,1776,232,69025,293388,5216,4214955,688326,17016,171215,28587,3716,0,-70
128,4179,25643,371,362511,68308,914,11997,2018,283,114883,301286,5429,7502309,870412,17775,205998,35471,3437,0,-70
129,6057,27993,409,484648,76712,1001,14086,2415,293,154405,781024,13771,9420885,1828476,39520,337756,61487,8355,0,-70
130,8404,47865,731,662852,124729,1639,20218,3645,466,186173,1362304,23392,10591104,2397840,59365,488629,84677,13787,0,-80
131,10774,81240,1256,788071,179555,2561,29371,5207,769,210379,1734124,30367,11310033,2734988,77275,663690,108529,19503,10,-99
132,7870,75926,1182,553111,134975,2170,24407,4345,699,138437,1143696,20255,7352466,1788196,53271,462740,74421,13490,0,-90
133,8618,89890,1382,648653,166570,2725,31295,5124,923,166896,1040550,18650,9622040,1890415,51042,448884,74984,12850,0,-90
134,10218,86261,1454,694190,172684,2926,32804,5602,998,205246,1564901,29035,11121120,2505324,84678,727379,112837,24641,0,-90
135,12504,107680,1887,830162,208124,4016,42860,7416,1463,235274,1873964,36336,12066979,2896442,123403,969835,154122,39717,0,-90
136,14811,131877,2399,929631,247123,5740,56224,10020,2280,260988,2071116,42601,12613668,3196454,164226,1114848,196155,56002,10,-99
137,9917,93658,1722,619612,161257,4652,41456,7932,2011,170567,1346553,28118,8115508,2085373,113620,726686,133464,39537,0,-90
138,10766,106993,1964,719719,195477,5826,49542,9286,2669,193825,1277719,26268,10295516,2279336,101941,645163,123809,34977,0,-90
139,12311,103860,2061,752197,205047,6084,47844,9739,2814,228904,1760531,36703,11593449,2876041,159763,931784,176699,65148,0,-90
140,14518,124570,2525,877627,242980,7947,57421,12239,3964,257972,2064206,45288,12343013,3297517,233630,1103509,238652,105497,0,-90
141,16779,148068,3108,963132,284300,11129,68404,16060,6111,283634,2274929,53083,12777049,3644085,313775,1214037,305170,149325,0,-90
142,18917,168321,3777,1019979,321402,15288,78371,20922,8996,310504,2441253,61434,13029922,3963372,417941,1292458,386639,212066,0,-90
143,20681,182516,4433,1049783,351579,20515,85280,25722,12886,338792,2704806,74601,13180471,4199810,570080,1446286,504464,312796,0,-90
144,22711,200686,5332,1072979,380286,27263,94259,32324,18778,360207,2857204,88078,13269491,4337970,772975,1605689,590089,457586,0,-90
145,24569,216198,6385,1086642,401949,35239,104105,38697,27472,378455,2945377,101882,13321960,4419356,985119,1735611,651825,659118,10,-99
146,14652,135222,4169,659908,227585,27844,65807,26682,23627,244655,1891251,67286,8525636,2833898,650333,1121224,424616,465226,0,-90
147,15742,150026,4751,760243,268441,34067,75347,30331,31338,248361,1796524,57295,10564373,3109865,515850,956161,342537,394332,0,-90
148,16903,144785,4782,780379,279628,31501,71034,28472,31349,274069,2136298,68436,11752992,3504959,787699,1167728,461173,715594,0,-90
149,18682,160245,5292,896956,312180,37660,77452,32338,41539,301336,2390049,80871,12441334,3895410,985214,1308744,558320,1027425,10,-99
150,11585,108545,3326,609114,196771,28065,49571,22829,36617,197024,1560093,53535,8017482,2531936,648226,852309,366425,684804,0,-90
151,12588,123619,3793,711101,237578,34203,58196,26147,46465,207073,1441125,44976,9858398,2630955,507699,732858,294148,548346,10,-99
152,7885,67255,1913,478332,134137,15702,28925,12735,21645,137647,989958,30784,6528650,1760806,366894,510471,205296,408561,0,-90
153,8621,79188,2176,570907,164514,19240,35673,14629,27954,164984,994653,28076,8966260,1910650,329329,503577,185430,385443,10,-99
154,6167,46069,1175,431503,96833,9952,19605,7885,14849,110626,719040,19847,5957731,1312844,235535,368502,129735,289457,0,-90
155,6826,57738,1369,519713,122432,12284,25020,9155,19545,144169,728706,18256,8536318,1427807,206929,387033,120081,268068,10,-99
156,5326,33859,762,409840,72450,6273,14857,5080,10338,98230,563626,13530,5697930,1028310,148916,281563,84971,201543,0,-90
157,5977,45324,918,495938,95098,7752,19032,5942,13598,134950,593670,13139,8368067,1153254,132994,308743,82705,187469,10,-99
158,4950,27542,544,401149,58299,4017,11763,3468,7221,92264,485126,10251,5594810,867421,96327,224981,59439,140890,0,-90
159,5579,38436,678,486506,79470,4985,15135,4105,9505,130509,522059,10433,8299774,992517,87033,258456,61106,130396,10,-99
160,4767,24131,429,397635,50050,2621,9771,2536,5030,89556,430687,8382,5553618,773003,63735,188045,44336,97888,10,-89
161,3332,19401,335,285002,38884,1838,7057,1803,3616,63134,280818,5382,3960316,513742,39987,125677,28873,61793,10,-89
162,2349,13009,224,205655,26491,1169,4759,1186,2323,47535,180499,3421,3040751,348249,24890,87224,19272,38030,0,-80
163,2773,16072,249,254633,36122,1360,5950,1356,2802,100237,200872,3730,6806426,482206,21804,139915,26706,32297,0,-80
164,4809,18026,275,410199,43738,1366,8214,1730,2796,139543,512032,9472,8998775,1346883,45170,225395,48082,63915,10,-89
165,5003,21883,360,429379,61863,1257,8096,1873,2301,93576,382620,7093,5947200,974830,32913,156802,33926,46554,10,-89
166,3474,17308,283,304491,49089,943,5880,1375,1716,64961,239927,4401,4185271,615480,20198,105121,22132,28658,10,-89
167,2416,11188,184,216927,32030,594,3977,908,1084,48485,155047,2829,3170448,416602,12966,74453,15390,17783,10,-89
168,1788,7222,120,165065,21502,380,2800,629,678,38984,102525,1835,2585721,290840,8068,56096,11324,10909,0,-70
169,2197,9015,135,212643,29680,444,3653,761,813,89114,119017,2028,6137463,406e3,8475,109101,19733,9516,0,-70
170,4127,10379,155,364309,37637,482,5799,1142,821,129110,296946,5400,8600506,1113148,21810,178560,37206,19194,0,-70
171,6469,18763,289,571305,71948,864,9599,2007,1171,156746,511224,9634,10035734,1959836,38593,243024,55374,31928,10,-89
172,5706,21979,371,483569,91354,1049,8799,2157,1134,103532,364157,6726,6548718,1327458,26631,168243,37926,22247,10,-89
173,3863,16581,271,334848,67652,765,6323,1540,826,71043,228845,4213,4534947,841087,16847,112337,24725,13527,10,-89
174,2645,10676,177,234447,43806,493,4255,1014,517,52048,148934,2737,3373730,571452,11341,79174,17161,8510,10,-79
175,1926,6932,116,176083,29475,333,2978,702,325,41005,98431,1792,2703042,395736,7322,58936,12662,5586,10,-69
176,1508,4571,74,139660,20325,215,2201,515,212,34261,65789,1184,2301983,274630,4767,46440,9667,3278,0,-60
177,1901,5745,89,187178,28068,256,2952,637,253,75299,78067,1337,5206253,373609,5689,90036,16443,3354,10,-69
178,2641,3602,59,241506,18722,170,3186,644,135,54773,67355,1201,3758140,339863,5437,67864,12946,2683,0,-60
179,3143,5190,83,316900,29889,246,4325,828,184,73246,77038,1371,5063287,409994,6070,89682,16482,2987,10,-69
180,2677,3517,60,246853,20543,176,3304,665,116,53697,64009,1180,3677244,357912,5550,69737,13306,2500,10,-69
181,1980,2878,48,191327,17700,159,2587,535,96,40294,42766,769,2756466,242464,3575,51068,9376,1482,10,-69
182,1489,1977,34,143984,12435,109,1909,381,61,34012,28604,498,2345391,166889,2317,41499,7191,881,10,-59
183,1242,1330,26,119986,8574,71,1532,294,37,28439,20028,336,1976086,118789,1561,34116,5689,534,0,-50
184,1573,1708,32,163063,11963,91,2112,371,46,61593,27716,413,4324380,177773,1940,70818,11068,435,10,-59
185,2164,1248,17,201420,8767,59,2489,434,25,46428,23744,368,3249070,160626,1745,55055,9035,329,0,-50
186,2627,1817,26,270972,14086,86,3443,569,31,63763,29238,444,4465950,200260,2108,74768,12444,328,0,-60
187,3517,2320,32,316522,18470,110,4556,770,36,111737,69481,1264,7632861,524304,7060,153150,25340,1374,10,-69
188,3987,2961,49,361501,24252,191,5397,977,49,76138,51813,966,5158466,400111,5275,108289,18127,924,10,-69
189,2824,2344,41,265036,20008,151,4045,736,37,54453,33769,611,3710298,259878,3334,75246,12614,580,0,-60
190,3238,2957,49,317099,27281,185,5096,869,47,103373,44672,713,7193491,350971,4513,129761,20958,612,0,-60
191,5161,3623,59,452286,33507,227,7351,1247,54,137089,112322,2293,9236619,1014401,14653,208290,37842,2199,0,-60
192,7321,6892,119,640593,65640,517,11588,2094,113,160202,192123,4485,10440909,1793379,26721,286995,55922,4357,10,-79
193,5895,8243,170,505596,83616,719,10419,2184,154,105209,136877,3141,6786450,1231136,18451,198767,38290,2805,10,-79
194,3935,6237,127,346934,62610,528,7471,1559,109,71902,86842,1963,4676123,781767,11495,131025,24827,1716,0,-70
195,4383,7730,140,405013,77780,621,9142,1764,131,115666,102896,2272,7791391,986915,14597,174806,33384,2387,0,-70
196,6193,8907,165,514537,86514,740,11305,2201,162,148851,262788,5707,9623881,1888043,33016,285764,57991,5257,0,-70
197,8300,16413,301,685008,132951,1306,16704,3391,284,173413,445020,9281,10726096,2411764,47245,405963,79227,8318,10,-79
198,6423,19142,358,520931,116807,1305,14790,3136,298,114191,316391,6430,6964374,1588620,32067,281663,53991,5760,0,-70
199,7077,25982,436,614083,147344,1641,19018,3706,399,143308,298629,6177,9161857,1610070,30912,293563,55931,5610,0,-70
200,8581,28143,475,659426,150339,1761,21295,4103,438,180680,759185,14409,10724391,2315778,56686,479942,87286,11827,0,0
1,0,9448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10
2,0,6153,6,0,0,0,0,0,0,10799,631061,9045,2040,9096,1748,3,24,1,10,-19
3,360,25465,320,90,387,46,0,6,0,7960,470745,6772,1529,6831,1320,3,19,1,0,-10
4,443,36853,418,159,624,66,0,12,6,6427,379785,5421,1233,5556,1058,2,17,1,0,-20
5,452,36202,429,171,668,67,0,17,6,17094,978734,14595,16442,28840,3401,215,248,39,0,-20
6,820,59435,768,835,1700,129,10,29,11,27024,1511433,23065,36091,54680,5997,517,496,81,0,-50
7,1340,93154,1260,2349,3696,241,28,46,17,33200,1819086,28168,54716,78826,7615,796,1119,128,0,-50
8,1835,121958,1729,4342,6178,351,48,82,23,38915,1997079,32190,168358,137725,10289,2538,2192,237,10,-59
9,1443,89636,1289,7717,6530,292,90,87,11,26389,1307102,21413,151163,106404,7238,2258,1688,180,0,-50
10,1618,103310,1484,14017,9967,373,140,113,18,25023,1202048,19806,192879,112028,7188,2853,1740,183,0,-50
11,1712,99140,1556,18654,11687,410,186,131,23,49380,1653592,28532,1264386,345589,14635,20418,7191,574,0,-50
12,2607,117820,1931,69046,23200,639,785,341,41,78240,1940048,35588,2821550,654421,23972,45586,14234,1685,10,-79
13,2812,87156,1431,130133,30457,663,1554,544,61,55373,1271218,23615,2118101,473213,16519,34112,10581,1126,0,-80
14,3270,101036,1647,180584,45605,843,2147,689,82,63382,1151659,21020,2889978,466759,15110,46659,11915,947,10,-89
15,2369,54013,884,141375,24482,455,1706,486,41,50616,814546,14991,2426710,455652,13103,41468,10929,836,10,-69
16,1857,37504,602,123720,22292,371,1513,436,33,35988,523172,9616,1807583,310422,8793,30948,7687,559,0,-60
17,2132,45475,681,158146,31465,460,1999,523,43,68582,541081,9305,4137062,368880,8826,66899,13153,589,10,-79
18,2440,25417,390,192417,18860,263,2348,513,30,52902,452596,7723,3142796,350261,7586,52929,11106,547,10,-69
19,1933,20389,313,162142,17161,215,1950,444,24,36070,294374,4954,2176498,236134,4879,36922,7543,371,0,-50
20,2174,25746,353,194141,24089,263,2480,521,33,82199,297053,4947,5463182,302468,5311,88416,14867,423,0,-60
21,3894,27893,386,324212,29345,297,4398,831,40,131206,773521,12651,8211887,891405,16479,153493,30133,1891,10,-69
22,4652,33111,480,389152,41009,444,5397,1152,67,89484,582514,9557,5493321,675950,12389,106034,21619,1343,10,-69
23,3316,26329,381,281665,33808,354,3968,873,54,62617,364542,5950,3922160,432168,7650,73881,14854,837,0,-60
24,3756,32571,426,335600,45723,418,4999,1022,67,111069,370529,6024,7316024,548300,9143,128612,23210,919,0,-60
25,5702,33613,459,465316,50813,481,7256,1414,75,154165,988515,16702,9309930,1642333,28623,207276,45742,3730,0,-60
26,8192,58707,862,649453,101842,1028,11493,2473,171,184589,1516192,25574,10473175,2276377,42924,284201,62594,5414,0,-80
27,10576,92966,1406,776715,161819,1742,16781,3687,300,207701,1821776,31414,11179435,2643438,54670,384057,79246,7220,0,-80
28,12778,121702,1929,862557,209721,2475,23556,5013,437,233206,2016112,36127,11926807,2896926,71930,536276,102544,11061,0,-80
29,14872,142861,2394,931187,245935,3378,32385,6645,653,262717,2219628,42497,12530027,3229042,100084,757316,136793,17485,10,-99
30,9969,100175,1713,615388,161933,2817,27689,5486,622,172308,1445358,28201,8067599,2111731,69815,520438,93840,12484,10,-99
31,6473,67037,1137,411274,109252,2007,19591,3825,463,113185,908770,17698,5464739,1365934,43878,328296,59574,8042,0,-80
32,7046,75256,1268,475699,130487,2363,23483,4272,578,148853,964056,18104,8329188,1740665,44632,330818,63574,7966,10,-99
33,5499,44456,744,398399,86340,1323,12867,2634,308,100874,699201,13151,5587032,1207239,33163,245191,45618,6205,10,-89
34,3759,32018,526,286517,61731,954,9209,1858,232,70045,447561,8270,3982843,781287,21349,161916,29701,3710,10,-89
35,2608,20839,338,206756,40556,623,6144,1222,144,51907,288660,5286,3054279,530455,13863,108935,20017,2253,10,-79
36,1917,13459,221,158758,27359,407,4125,820,91,41110,189267,3396,2517564,366977,8721,77121,14184,1384,0,-60
37,2334,16728,248,206415,37638,477,5201,970,113,88446,211697,3733,5912088,496864,9473,123472,21432,1791,0,-60
38,4182,18886,275,352103,45117,527,7222,1323,132,132347,533758,9330,8476806,1391440,26109,206268,41684,4532,0,-70
39,6608,33883,500,559135,88052,1e3,11436,2276,241,163277,917019,16170,9966245,2125548,41583,287488,60055,7157,10,-79
40,5935,39455,618,479840,100206,1134,10424,2349,256,108271,652591,11537,6509040,1424385,28449,198608,41090,5080,10,-89
41,4040,29728,460,332834,72813,817,7466,1668,190,74024,408920,7184,4512298,906895,18063,130906,26698,3053,10,-79
42,2758,19085,296,233307,47212,529,4965,1095,120,54001,263789,4620,3360798,617036,12138,90461,18403,1889,10,-79
43,2001,12294,192,175381,31819,356,3414,752,79,42313,172986,3017,2695688,426586,7851,66038,13324,1187,0,-60
44,2420,15281,219,222778,43766,423,4379,899,94,95758,196039,3511,6506159,574944,9428,122168,22516,1719,10,-69
45,3364,9118,142,300167,28867,275,4356,882,64,67339,169980,2996,4508158,521955,8393,89006,17515,1280,10,-69
46,2481,7619,118,232354,25682,235,3313,707,51,46188,111274,1954,3086968,348087,5403,6e4,12015,810,10,-69
47,1716,5151,80,163597,17892,162,2268,491,35,37502,72313,1252,2535934,235316,3485,47326,8788,513,0,-50
48,2113,6402,92,208555,24409,194,3021,592,42,92144,86775,1341,6407619,341304,4704,107146,18046,563,10,-69
49,3218,4004,59,294706,16963,139,3746,698,26,64523,74940,1222,4451354,307209,4647,77682,13575,489,10,-69
50,2380,3362,50,229488,15115,132,2886,549,22,43886,49309,806,3030900,205886,3013,52667,9110,319,10,-69
51,1632,2284,36,160817,10576,93,1987,373,14,35945,32946,522,2503437,142834,1974,42568,7029,211,10,-59
52,1318,1533,26,128885,7328,61,1574,286,11,31046,22815,354,2175083,103972,1338,36337,5703,143,10,-59
53,1126,1057,19,110760,5290,42,1333,233,8,25332,15798,232,1785745,75457,917,29259,4508,96,10,-59
54,922,729,13,91680,3840,30,1079,185,6,20647,10775,149,1457778,54715,620,23649,3577,60,0,-50
55,1151,929,16,125310,5434,38,1478,234,12,46595,16854,180,3287969,91290,850,52101,7859,100,10,-59
56,1634,750,9,153337,4432,28,1823,300,6,37766,14416,181,2651630,83587,811,43245,6741,94,10,-59
57,1375,649,9,135492,4093,28,1582,268,6,26251,9712,117,1844197,57225,553,30116,4619,63,10,-59
58,976,449,6,97528,2929,21,1131,191,6,22215,7466,87,1567713,42807,400,25276,3780,42,10,-49
59,812,343,6,80307,2171,14,930,156,6,19133,5995,66,1347985,33795,300,21574,3141,32,0,-40
60,1044,476,12,114497,3195,22,1316,201,12,41423,10464,91,2935087,61980,487,47045,6849,69,0,-40
61,1932,718,17,184222,4859,32,2345,363,17,95994,27789,331,6743183,178539,1570,114234,16669,206,10,-59
62,3333,1164,14,310657,8115,45,3922,630,9,66447,19960,248,4643276,131691,1203,79975,11829,157,0,-60
63,3877,1612,21,396238,12436,61,5206,780,16,87864,23591,263,6161088,152136,1259,103409,14931,171,0,-60
64,4980,1947,26,440135,15041,71,6550,979,20,127038,61058,1010,8619283,456155,5456,189201,27953,671,10,-69
65,4612,2588,38,413172,20973,146,6760,1086,24,85319,45406,805,5735218,348206,4128,133528,19881,526,0,-60
66,5172,3624,53,499190,32453,202,8846,1327,37,122387,50387,768,8375486,373850,4033,170835,25186,534,10,-69
67,4471,2322,38,401734,19211,121,6344,1016,26,82593,43267,769,5589698,345354,3923,124934,18873,513,0,-60
68,5013,3339,54,486455,30399,179,8274,1257,39,121260,57171,1e3,8319172,461730,5630,171004,26377,660,0,-60
69,6717,4398,71,570139,40960,256,10677,1662,51,150545,124243,2637,9931328,1099796,15093,271690,44153,2287,0,-60
70,8680,7881,141,723218,73301,545,15847,2567,114,173051,214264,4959,10908042,1952044,28310,383795,66088,4625,10,-79
71,6443,9209,188,531205,91060,757,13978,2590,164,114538,153814,3480,7115042,1325385,19362,267401,45310,3018,10,-79
72,4287,6998,141,363250,67531,557,10042,1843,116,77541,97984,2180,4872758,839225,12050,173305,29366,1855,10,-79
73,2892,4564,90,251327,43713,358,6588,1205,75,55742,65274,1466,3575470,569529,7913,115996,19926,1204,10,-69
74,2065,3025,62,186353,29382,230,4397,816,49,43101,44076,989,2819209,393763,5291,81122,14219,798,0,-60
75,2475,3821,73,234173,40405,280,5509,970,61,96538,58713,1194,6680424,536126,7029,135600,23027,1475,10,-69
76,3394,2664,54,308607,26879,205,4894,907,57,67048,50583,1114,4609583,485531,6819,98800,17736,1110,0,-60
77,3935,3872,79,393832,42808,304,6469,1149,78,87489,59684,1279,6037353,578363,8491,121427,22128,1081,10,-69
78,3210,2710,57,295207,29042,240,4526,892,44,62127,49786,1100,4239162,503716,7561,92256,17578,896,0,-60
79,3694,3870,81,363745,45312,346,6009,1140,64,108145,63094,1290,7488821,624262,8584,144684,25640,975,0,-60
80,5568,4963,98,484191,54843,431,8426,1568,76,141197,143017,3652,9410568,1578002,23980,228397,46904,3003,0,-60
81,7702,8997,200,662537,101457,878,12959,2603,152,163958,242255,5902,10537758,2230349,36451,316531,65074,5064,10,-79
82,6054,10420,230,511159,106031,993,11513,2551,180,108212,174067,4110,6878455,1487025,24690,220092,44182,3288,10,-79
83,4046,7922,166,351356,76162,714,8266,1797,126,73683,110608,2596,4732335,949494,15896,143955,28935,2034,10,-79
84,2748,5151,109,244304,49413,467,5465,1184,82,53568,73403,1706,3491915,645864,10871,97988,19720,1315,10,-69
85,1986,3408,71,182187,33307,319,3706,809,55,41981,49620,1125,2771204,445280,7083,70137,14105,858,0,-60
86,2402,4308,85,229742,45698,381,4701,961,70,96015,65176,1340,6653302,598998,8978,127058,23382,1536,0,-60
87,4469,5291,101,393396,53158,460,7028,1384,97,132415,161101,3997,8907175,1659370,26119,202649,45301,4087,10,-69
88,4734,6845,154,424355,76047,695,7246,1746,143,88263,118917,2890,5894137,1153612,18625,140728,31622,2665,0,-70
89,5319,9540,193,512292,104249,917,9390,2118,191,124004,115943,2546,8458957,1051486,16855,176662,35271,2699,10,-79
90,4535,5447,108,405986,54844,503,6583,1445,107,83870,100497,2164,5638966,803678,13893,129617,26266,2480,10,-79
91,3124,4507,86,289336,40694,397,4848,1062,93,59394,67282,1459,4010910,540864,9505,89454,17966,1553,0,-60
92,3554,5782,102,343755,54428,492,6082,1236,118,107079,78349,1639,7370685,681825,10837,140769,26363,2002,10,-69
93,3831,3614,71,347740,34396,316,5120,1049,77,73640,68351,1454,5007554,589755,9325,102929,20335,1455,10,-69
94,2729,3063,60,257513,29219,264,3842,816,59,52067,45485,949,3558976,394695,6013,71883,14182,912,10,-69
95,1934,2105,41,186174,20295,178,2705,580,37,40883,30948,634,2807821,266769,3883,54087,10496,579,10,-69
96,1505,1433,30,145422,13756,117,2016,426,25,34106,21903,415,2375070,187764,2590,43288,8016,369,10,-59
97,1246,1009,20,121524,9614,80,1603,325,18,28192,15579,284,1977391,132848,1711,34950,6123,241,0,-50
98,1568,1314,26,163949,13405,98,2186,404,26,61697,23116,366,4356916,193993,2753,71668,11580,290,0,-50
99,2883,1747,33,266784,17475,132,3677,645,31,108687,57167,1100,7565383,537180,7611,138398,24403,1373,10,-69
100,3824,2418,45,355867,24707,206,4835,929,47,73821,42548,840,5117913,403852,5520,96709,17119,925,10,-69
101,2734,1929,36,262844,20230,160,3611,693,37,52916,27694,541,3669630,260832,3471,67935,11619,561,10,-69
102,1962,1288,26,191349,13513,107,2554,476,25,41424,19233,363,2871441,180312,2308,51936,8535,370,10,-59
103,1523,889,19,148865,9266,71,1932,346,18,34436,14309,254,2411582,129619,1554,42157,6741,244,10,-59
104,1258,654,15,123548,6613,51,1555,273,12,28637,10474,172,2014157,93421,1084,34529,5345,163,10,-59
105,1045,479,9,103174,4757,34,1273,218,8,23454,7920,120,1654152,67291,734,27636,4228,107,0,-40
106,1306,648,12,140062,6706,44,1736,278,12,51931,13773,168,3686303,109529,990,59259,9045,143,10,-59
107,1822,603,9,171809,5335,34,2078,351,8,40592,11982,162,2881149,99521,965,47980,7525,136,10,-59
108,1485,535,9,147967,4882,32,1760,302,7,28203,8430,114,2003784,68232,648,33265,5162,84,10,-59
109,1049,389,6,106023,3492,25,1249,214,6,24195,6846,79,1718663,50603,466,27960,4241,62,0,-40
110,1338,545,12,142973,4971,35,1724,277,12,6e4,13431,117,4231571,95488,731,67085,10007,103,10,-59
111,2092,581,6,195530,4565,25,2330,384,6,45492,11004,110,3195116,83862,667,52293,7978,100,0,-50
112,2561,848,14,265801,7371,38,3250,503,12,59703,14568,157,4195176,108222,891,69125,10277,124,0,-60
113,3345,1119,19,302782,9787,51,4251,655,18,108726,38344,558,7473986,300671,3578,147230,21733,408,10,-69
114,3873,1615,24,352852,13818,98,5178,833,16,74210,28505,451,5066219,228382,2660,104316,15590,312,10,-69
115,2748,1292,23,260414,11415,79,3894,630,14,52832,18733,287,3618134,150553,1681,72402,10650,192,10,-69
116,1960,867,15,188951,7769,53,2726,436,9,41471,13276,195,2841637,107960,1156,54118,7930,128,10,-59
117,1525,612,11,147252,5512,36,2022,323,7,34538,10117,134,2395756,81151,809,43386,6290,89,0,-50
118,1920,824,14,195151,7903,48,2735,408,12,77983,19627,202,5498729,140346,1166,91065,13311,143,10,-59
119,2730,851,11,254727,6767,38,3200,512,8,56032,16120,212,3925259,121768,1113,67660,10049,133,10,-69
120,2061,728,10,203324,6009,35,2509,405,7,38584,11054,143,2708874,83009,750,46695,6814,88,10,-59
