V1,pop_1,pop_2,pop_3,pop_4,pop_5,pop_6,pop_7,pop_8,pop_9,sbank_1,sbank_2,sbank_3,sbank_4,sbank_5,sbank_6,sbank_7,sbank_8,sbank_9,actions,rewards
63,9629,67554,1051,745508,169653,2073,21791,4258,508,197684,1586696,27655,11037722,2681542,64340,494730,90430,12985,0,-90
64,11865,99649,1586,841986,215818,2943,30417,5770,765,222202,1875918,33502,11706717,2937150,85240,686120,117050,19107,10,-99
65,8343,82996,1319,573102,146674,2404,25192,4695,683,146467,1233256,22426,7593039,1932690,59370,479537,80966,13344,0,-90
66,9147,97026,1535,671187,179948,3026,32384,5561,909,170926,1131029,20555,9643671,2044976,56857,459135,80246,12321,10,-99
67,6402,52872,856,466766,103976,1688,17859,3348,478,114821,796293,14517,6389520,1391378,41465,336552,57226,9395,0,-80
68,7082,64145,1002,558406,130063,2121,22797,3953,635,148492,811413,14769,8870448,1521423,42476,361279,61912,9567,0,-90
69,8753,65512,1102,624443,137761,2361,25959,4477,720,187068,1420937,25685,10380366,2243451,72379,571936,94833,18329,10,-99
70,6918,61863,1007,502850,109216,2031,21064,3793,654,123980,962335,17547,6780707,1500062,50921,405654,66098,13372,0,-90
71,7641,75866,1190,595555,138945,2580,27243,4519,889,152549,844486,15459,9078141,1491245,46026,398997,65462,11764,0,-90
72,9209,72220,1228,649097,141391,2717,29479,4924,946,189590,1444436,26631,10468505,2226079,78942,639044,100647,22604,10,-99
73,7037,63253,1045,508078,108590,2226,23533,4040,806,126229,979647,18160,6875006,1500459,56001,450678,70516,16501,10,-99
74,4716,45003,733,350929,76946,1608,16924,2862,609,84870,608539,11383,4737950,958003,34608,285275,44914,10259,0,-90
75,5210,52576,823,410273,93921,1882,20357,3208,747,127306,633861,11627,7815974,1209133,33563,294487,48959,9293,10,-99
76,4635,29620,480,372348,60381,1005,11403,2021,365,87893,507538,9202,5276886,898512,25590,218180,35838,7473,10,-79
77,3264,22976,370,271011,45478,734,8192,1455,276,62056,329365,5871,3801022,589136,16227,145244,23880,5023,0,-70
78,3713,28901,420,324374,59384,872,10094,1673,356,110483,337573,5953,7249609,740657,16464,185528,31077,4663,10,-79
79,3953,15939,249,340858,37336,490,6939,1254,187,76838,296661,5301,4939773,625645,13846,136066,23610,3631,10,-69
80,2846,13287,213,254075,31096,396,5089,949,138,53955,195006,3444,3489860,416678,9240,91989,16001,2182,0,-60
81,3237,16916,246,301401,43034,485,6327,1105,170,104562,200740,3582,7065096,519906,9626,142834,24122,2242,10,-69
82,3720,9455,147,330638,26434,286,5204,956,94,72506,176064,3088,4831535,484948,8585,104731,18945,2159,0,-60
83,4282,13576,195,414967,42346,403,6863,1221,139,100670,201311,3637,6790527,600198,10071,136139,24216,2269,0,-60
84,5633,16691,246,475009,52633,501,8665,1562,170,140498,434787,8096,8989210,1473386,24687,231562,45327,4762,0,-70
85,7742,28446,440,631578,95748,943,13204,2547,276,170913,754484,13686,10305090,2174694,39660,332384,65194,8492,0,-70
86,9903,48019,742,763260,152932,1605,19528,3835,468,199629,1153777,20413,11269231,2610324,52732,452776,84390,12572,0,-80
87,12190,72744,1152,862039,203530,2347,27701,5298,726,228316,1623291,28453,11972792,2883561,69741,623760,108645,18143,10,-99
88,8584,70652,1102,586057,143326,1964,22912,4353,649,150423,1083489,19041,7745920,1889690,48532,437204,74781,12736,0,-90
89,9405,84949,1293,685340,176040,2473,29489,5141,862,174345,971757,17128,9813048,1989078,47576,426799,75180,11745,10,-99
90,6538,45627,717,474888,101223,1410,16546,3127,456,117192,703785,12604,6499889,1356309,34911,312872,53731,8996,0,-80
91,7231,56767,856,567978,126834,1779,21155,3701,605,149849,733095,13042,8946387,1486814,36595,339964,58762,9331,0,-90
92,8876,58980,958,631782,134560,2001,24236,4219,691,188266,1372959,24420,10436486,2217995,63691,538320,90343,17531,0,-90
93,11177,86728,1429,772802,174557,2894,32672,5783,1030,216170,1746438,31865,11369940,2656710,91649,786765,123875,27925,0,-90
94,13376,116063,1962,871519,217876,4192,44828,7923,1604,244734,2000588,38175,12211366,3030780,122616,1005966,161122,39740,10,-99
95,9249,89416,1521,598061,151289,3461,36901,6480,1425,160352,1305042,25415,7883634,1982277,84907,663278,109724,27649,0,-90
96,10074,103168,1756,697745,185046,4342,45124,7607,1878,185769,1214873,23417,10099534,2125742,77919,591749,103882,24893,10,-99
97,6971,56667,975,487884,107861,2332,23256,4364,969,124306,849030,16327,6667014,1450362,56699,424029,73464,19001,10,-99
98,4654,39130,660,340450,74577,1636,16021,2999,706,84027,544594,10508,4621444,947364,35898,273023,47015,12333,10,-99
99,3137,25370,427,238653,49133,1049,10399,1933,468,60007,352405,6701,3425278,643451,22537,176478,30631,7845,10,-79
100,2227,16419,274,178857,33180,663,6726,1257,297,45795,230345,4295,2732957,442693,14389,118143,20519,5232,10,-79
101,1688,10713,179,141313,22754,426,4479,842,197,37345,151415,2762,2332359,305880,9471,82283,14306,3095,0,-60
102,2094,13349,201,189327,31349,510,5601,982,236,78550,168719,3092,5284940,413141,9929,120309,20339,2703,0,-70
103,3722,15063,227,318263,38688,562,7363,1289,237,124559,427340,7713,8111321,1165691,23885,209489,39666,6547,10,-79
104,4419,18264,294,384053,53661,650,7498,1536,234,84498,319951,5709,5434465,869219,17461,146565,28454,4702,0,-70
105,5030,25568,370,469637,77716,856,9756,1887,319,122557,294840,5294,8189405,845469,15771,181754,33018,4392,10,-79
106,4464,13978,220,391822,43675,474,6782,1342,173,83877,253958,4435,5482521,685735,13463,132891,24549,3443,10,-69
107,3115,11413,181,281443,34379,383,4973,992,134,59641,167977,2914,3919265,463305,9146,91369,16794,2089,0,-60
108,3554,14549,205,335336,47394,474,6229,1159,165,107592,176617,3198,7317292,581405,9979,142191,24941,2197,0,-60
109,5473,16117,235,465438,53288,541,8455,1557,181,144759,455301,8620,9297017,1654520,28169,229893,48116,5669,10,-79
110,5227,19463,323,445754,75808,754,8263,1862,201,96684,341716,6296,6124645,1152577,19976,160528,33491,4203,0,-70
111,5853,27276,407,534469,104069,986,10712,2252,280,130594,314977,5748,8596278,1049028,17811,192741,36647,3584,10,-79
112,4797,14927,239,413296,54726,536,7226,1505,144,88758,271210,5057,5721138,803056,14645,140790,27244,2995,10,-79
113,3305,12188,204,293476,40649,420,5272,1103,112,62528,179387,3298,4061210,540662,9922,96633,18522,1859,0,-60
114,3748,15538,236,348274,54395,517,6596,1282,141,109453,188021,3568,7404325,681985,11170,146922,26939,2169,10,-79
115,3928,8830,146,349583,34399,326,5363,1078,87,75614,164831,3020,5028505,590445,10119,107597,20579,2128,0,-60
116,4494,12699,192,433438,52832,464,7063,1347,134,109452,188767,3519,7441782,708499,11288,146897,27368,2359,10,-69
117,3986,8623,141,357687,35569,326,5409,1098,91,75474,153454,2879,5050094,606136,9561,108210,20946,1691,0,-60
118,4526,12110,181,436993,54211,453,7112,1379,123,117192,170416,3027,7974256,735072,11181,156e3,28662,2076,10,-69
119,4243,7837,126,380657,36813,317,5704,1144,80,80064,141641,2533,5361133,621436,9472,113422,21666,1516,10,-69
120,2975,6374,102,275321,30864,268,4239,874,61,57151,93504,1680,3847687,416226,6119,79230,14994,940,0,-60
121,3405,8110,119,328785,42828,328,5352,1027,75,105772,103607,1756,7278193,518216,7233,133052,23160,1496,10,-69
122,3775,4824,76,342465,26346,212,4798,919,58,73020,90464,1626,4954026,482100,7065,97386,17838,1148,0,-60
123,4327,6957,108,426473,42150,316,6357,1159,79,105063,107178,1902,7197928,600406,8949,134243,24095,1719,0,-60
124,5799,8706,136,497202,52539,423,8287,1522,107,140934,234488,4825,9228830,1467485,22409,223795,44656,3943,0,-60
125,7843,15140,261,654384,95455,835,12702,2497,204,167368,404459,8376,10452113,2168166,35379,318242,63985,6172,10,-79
126,6186,17409,321,507205,102686,963,11547,2503,218,110802,290438,5822,6824910,1451516,24180,220848,43497,4476,10,-79
127,4144,13214,237,348763,74255,696,8297,1771,165,75280,183064,3658,4700041,924673,15554,144296,28441,2714,0,-70
128,4599,16336,267,407164,90785,828,10113,2010,203,118596,199550,4154,7819969,1172552,18905,185308,37009,3115,10,-79
129,4297,9349,173,372323,58539,546,6927,1492,122,81200,174870,3469,5278254,873951,15180,136151,27311,2726,0,-70
130,4874,13464,224,456468,80047,732,9030,1824,176,121276,201110,4017,8115684,965956,16535,180453,34073,2840,0,-70
131,6636,16608,276,549056,87617,863,11462,2261,209,154166,432702,8605,9774967,1876810,34849,285540,58238,6196,0,-70
132,8740,28301,473,706673,132819,1428,16815,3433,345,180459,748518,14090,10798181,2417733,51869,406058,79829,10138,10,-79
133,6690,32243,542,525323,116996,1429,14798,3161,355,119737,538430,10077,7037851,1603106,35625,282624,54408,6848,0,-80
134,7401,43842,669,619903,148128,1806,19057,3736,474,148139,499285,9236,9200109,1620916,33774,293987,56577,6244,0,-80
135,8914,43518,712,663737,151314,1931,21337,4147,505,190803,1239443,21727,10785258,2329332,61234,480678,88133,13352,10,-99
136,7056,52715,827,522630,113999,1710,17635,3524,474,126979,857413,15066,7061231,1556719,43464,342291,61667,9922,10,-89
137,4744,39153,606,360225,79977,1245,12836,2502,368,85294,529099,9293,4846479,993056,27491,219692,39614,6476,10,-89
138,3189,24761,379,249972,51720,802,8373,1625,245,60695,340746,5980,3554911,674384,17724,144101,26339,3891,0,-70
139,3634,30443,428,301879,66328,950,10153,1854,296,110449,379644,6652,7119729,902683,19521,186114,34074,4178,0,-70
140,5616,33146,482,443149,77091,1060,12302,2272,322,153130,957022,16743,9195859,1846968,41476,305222,58816,9326,10,-79
141,5520,40800,634,439996,86463,1135,11084,2305,336,102571,692956,12077,6062591,1263516,29601,214422,40841,6943,10,-89
142,3813,31462,481,310341,64322,846,8042,1656,255,70462,430644,7451,4251979,797011,18456,140415,26272,4102,10,-79
143,2623,20117,307,220278,41538,540,5331,1077,159,51848,276868,4756,3209221,540942,12187,95863,18089,2495,0,-70
144,3048,24740,345,270140,54569,647,6599,1248,194,104059,309104,5386,6910296,735990,13937,147519,27265,2627,10,-79
145,3696,14435,226,321582,36706,405,5379,1085,108,72960,268431,4790,4742608,621933,11813,107901,20784,2420,0,-60
146,4286,20730,297,406410,55703,555,7088,1361,156,97979,295826,5250,6476800,716302,13018,135323,25642,2503,0,-70
147,5541,25016,362,457991,64132,669,8780,1692,190,141891,645194,11499,8813400,1733872,30968,234805,49316,5905,10,-79
148,5150,27798,436,423018,80258,834,8455,1918,210,95797,484998,8644,5844829,1198727,22242,165586,34538,4313,0,-70
149,5794,38799,551,509494,108679,1090,11011,2319,292,131729,451166,7937,8456049,1112209,20256,197999,38150,3682,10,-89
150,4828,21354,329,405815,57837,605,7425,1563,148,89885,386929,6832,5639113,840936,16150,144398,28472,3055,0,-70
