,V1,pop_1,pop_2,pop_3,pop_4,pop_5,pop_6,pop_7,pop_8,pop_9,sbank_1,sbank_2,sbank_3,sbank_4,sbank_5,sbank_6,sbank_7,sbank_8,sbank_9,actions,rewards,policy
147,148,6503,16662.0,309.0,592285.0,140717.0,1362.0,14566.0,3049.0,313,136913.0,196890.0,4401.0,8991576.0,1529731.0,26145.0,240098.0,47987.0,4783.0,10,-79,0.0
148,149,5059,9285.0,186.0,433748.0,78435.0,775.0,9116.0,1973.0,183,92489.0,171451.0,3565.0,5976439.0,1085345.0,19911.0,176435.0,34754.0,3710.0,0,-70,0.0
149,150,5645,13266.0,231.0,521461.0,100976.0,999.0,11788.0,2365.0,249,129036.0,202290.0,4291.0,8558160.0,1232945.0,22702.0,217372.0,42111.0,4244.0,0,-70,0.0
150,151,7322,16521.0,287.0,595300.0,110071.0,1180.0,14390.0,2858.0,298,161229.0,432356.0,8822.0,10103184.0,2041390.0,42597.0,344543.0,67552.0,8342.0,0,-70,0.0
151,152,9383,28247.0,485.0,741989.0,153039.0,1831.0,20676.0,4135.0,474,187692.0,742592.0,14250.0,11052198.0,2520288.0,61648.0,493553.0,92482.0,13251.0,10,-79,0.0
152,153,6983,32006.0,548.0,538702.0,123209.0,1710.0,18013.0,3678.0,468,124706.0,534552.0,10174.0,7214669.0,1668354.0,42519.0,343994.0,63451.0,9251.0,0,-80,0.0
153,154,7721,43567.0,672.0,635413.0,154725.0,2161.0,23209.0,4358.0,629,152114.0,497054.0,9518.0,9344979.0,1706498.0,40044.0,344377.0,64185.0,8353.0,0,-90,0.0
154,155,9222,43306.0,726.0,676481.0,158525.0,2308.0,25553.0,4776.0,670,195003.0,1238632.0,21933.0,10961404.0,2404906.0,70492.0,563296.0,98758.0,17088.0,10,-99,0.0
155,156,7220,52665.0,836.0,531036.0,117948.0,1975.0,20725.0,3964.0,605,129551.0,856931.0,15184.0,7163230.0,1605533.0,49963.0,401474.0,68840.0,12146.0,0,-90,0.0
156,157,7982,67097.0,1003.0,628902.0,148860.0,2521.0,26894.0,4716.0,816,155400.0,728929.0,13149.0,9326451.0,1595920.0,45203.0,394906.0,68472.0,10506.0,0,-90,0.0
157,158,9490,63483.0,1041.0,673942.0,151267.0,2663.0,29202.0,5152.0,862,192535.0,1368158.0,24580.0,10654407.0,2288457.0,77368.0,631938.0,103771.0,20678.0,0,-90,0.0
158,159,11649,88305.0,1485.0,799353.0,185953.0,3655.0,37854.0,6820.0,1239,225869.0,1755981.0,32602.0,11798466.0,2795853.0,115337.0,913288.0,145349.0,34320.0,10,-99,0.0
159,160,8448,77408.0,1277.0,574693.0,137998.0,3229.0,33235.0,5813.0,1212,148566.0,1158563.0,21572.0,7645675.0,1842435.0,79494.0,609203.0,98996.0,23938.0,10,-99,0.0
160,161,5569,53489.0,874.0,389854.0,95043.0,2289.0,23014.0,4036.0,885,98271.0,723668.0,13591.0,5185233.0,1184484.0,49200.0,379201.0,62216.0,14599.0,0,-90,0.0
161,162,6085,61243.0,975.0,451439.0,114254.0,2674.0,27359.0,4485.0,1075,137609.0,766075.0,14062.0,8140698.0,1514783.0,46977.0,370710.0,64148.0,13320.0,10,-99,0.0
162,163,5048,35522.0,580.0,388793.0,75246.0,1409.0,14513.0,2673.0,528,93958.0,584426.0,10602.0,5471514.0,1076247.0,35119.0,275431.0,46398.0,10475.0,0,-90,0.0
163,164,5687,47010.0,705.0,474241.0,99163.0,1783.0,18594.0,3182.0,702,132294.0,604541.0,10790.0,8240107.0,1149412.0,34472.0,308490.0,50606.0,10456.0,0,-90,0.0
164,165,7445,49371.0,792.0,561883.0,105544.0,1956.0,21647.0,3629.0,794,172821.0,1294150.0,22448.0,9864143.0,1996508.0,62181.0,485686.0,80754.0,19778.0,10,-99,0.0
165,166,6334,55436.0,863.0,476443.0,95471.0,1740.0,17847.0,3215.0,709,114906.0,888561.0,15456.0,6461374.0,1353064.0,43883.0,344010.0,56000.0,14172.0,10,-99,0.0
166,167,4285,40649.0,621.0,330490.0,69161.0,1259.0,12911.0,2275.0,525,77926.0,549573.0,9519.0,4490718.0,859301.0,27452.0,220540.0,35670.0,8878.0,10,-99,0.0
167,168,2906,25716.0,389.0,232211.0,44756.0,802.0,8403.0,1469.0,338,56371.0,354378.0,6088.0,3346950.0,583168.0,17501.0,144484.0,23562.0,5846.0,10,-79,0.0
168,169,2088,16525.0,251.0,174645.0,30092.0,514.0,5491.0,968.0,220,43744.0,232129.0,3964.0,2687746.0,403471.0,11454.0,98668.0,16256.0,3470.0,0,-70,0.0
169,170,2509,20524.0,284.0,222047.0,41386.0,611.0,6795.0,1124.0,266,97273.0,258179.0,4400.0,6481568.0,548098.0,12014.0,147996.0,24463.0,3629.0,0,-70,0.0
170,171,4567,23116.0,321.0,382889.0,49004.0,674.0,9000.0,1518.0,286,139748.0,649576.0,11461.0,8807084.0,1525822.0,30197.0,240330.0,46524.0,8137.0,10,-79,0.0
171,172,4989,27785.0,434.0,419229.0,69976.0,816.0,8655.0,1801.0,290,93943.0,485305.0,8690.0,5836846.0,1077990.0,21913.0,168085.0,32520.0,6193.0,0,-70,0.0
172,173,5632,38835.0,551.0,506912.0,97117.0,1075.0,11226.0,2185.0,405,128970.0,441712.0,7775.0,8424814.0,998324.0,19534.0,199532.0,35684.0,5334.0,0,-80,0.0
173,174,7301,39303.0,596.0,582853.0,97884.0,1139.0,13422.0,2514.0,440,168325.0,1099436.0,18819.0,9964196.0,1907177.0,42234.0,321345.0,61736.0,11251.0,10,-89,0.0
174,175,6171,46858.0,714.0,481961.0,90696.0,1160.0,11710.0,2431.0,403,112473.0,776382.0,13329.0,6527025.0,1302193.0,30028.0,227682.0,43132.0,8036.0,10,-89,0.0
175,176,4192,35366.0,534.0,333775.0,66440.0,861.0,8531.0,1748.0,299,76468.0,480730.0,8190.0,4525356.0,823079.0,18815.0,148740.0,28084.0,4750.0,10,-89,0.0
176,177,2854,22479.0,336.0,233974.0,42896.0,552.0,5653.0,1153.0,183,55518.0,309812.0,5244.0,3366762.0,558240.0,12440.0,101190.0,19131.0,2869.0,0,-70,0.0
177,178,3292,27661.0,376.0,284689.0,56118.0,661.0,6984.0,1330.0,220,106748.0,344939.0,5874.0,7005717.0,757603.0,14247.0,151937.0,28191.0,2853.0,0,-70,0.0
178,179,5308,30691.0,426.0,431148.0,65444.0,757.0,9239.0,1765.0,232,149440.0,871312.0,14871.0,9124567.0,1760594.0,34466.0,245694.0,51379.0,7347.0,10,-79,0.0
179,180,5373,37219.0,563.0,436151.0,81614.0,930.0,8855.0,1994.0,259,100264.0,643583.0,11087.0,6019869.0,1213734.0,24353.0,171660.0,35585.0,5146.0,10,-89,0.0
180,181,3724,29150.0,438.0,308179.0,61646.0,700.0,6438.0,1445.0,189,69178.0,401375.0,6884.0,4227260.0,762785.0,15369.0,114353.0,23229.0,3072.0,10,-79,0.0
181,182,2575,18736.0,281.0,219037.0,39768.0,450.0,4332.0,952.0,121,51134.0,257944.0,4419.0,3194894.0,517476.0,9803.0,80223.0,16162.0,1885.0,10,-69,0.0
182,183,1889,12031.0,184.0,166391.0,26702.0,288.0,3020.0,659.0,77,40589.0,169505.0,2873.0,2599983.0,359556.0,6412.0,59554.0,11876.0,1169.0,0,-60,0.0
183,184,2303,14960.0,207.0,213952.0,36793.0,346.0,3909.0,796.0,91,91455.0,191549.0,3352.0,6185341.0,490913.0,8147.0,112439.0,20620.0,1650.0,0,-60,0.0
184,185,4262,16983.0,239.0,366897.0,44487.0,415.0,6067.0,1192.0,115,133681.0,480136.0,8739.0,8631588.0,1362123.0,22594.0,183746.0,39435.0,4372.0,10,-69,0.0
185,186,4763,20526.0,329.0,410382.0,62582.0,602.0,6537.0,1518.0,155,90120.0,358711.0,6393.0,5734087.0,983114.0,16791.0,127617.0,27829.0,3411.0,0,-70,0.0
186,187,5392,28697.0,413.0,497458.0,88307.0,810.0,8492.0,1852.0,223,126239.0,329869.0,5822.0,8363722.0,930478.0,15071.0,165897.0,32220.0,3061.0,10,-79,0.0
187,188,4615,15643.0,241.0,400995.0,48246.0,450.0,6153.0,1310.0,122,86265.0,284574.0,5064.0,5582778.0,734772.0,12440.0,121197.0,24314.0,2660.0,10,-69,0.0
188,189,3208,12786.0,205.0,286510.0,36995.0,354.0,4532.0,982.0,100,61055.0,188436.0,3293.0,3977088.0,495283.0,8024.0,84133.0,16751.0,1634.0,10,-69,0.0
189,190,2269,8708.0,138.0,206500.0,25479.0,236.0,3167.0,683.0,66,46231.0,121836.0,2108.0,3050329.0,335892.0,5226.0,61808.0,12133.0,1014.0,0,-60,0.0
190,191,2688,10802.0,153.0,255523.0,34798.0,281.0,4083.0,819.0,81,99354.0,138216.0,2269.0,6811565.0,464383.0,6557.0,119223.0,21279.0,1537.0,10,-69,0.0
191,192,3505,6430.0,98.0,316083.0,23248.0,194.0,4233.0,832.0,59,69338.0,120405.0,2040.0,4684825.0,421837.0,6283.0,86704.0,16374.0,1130.0,10,-69,0.0
192,193,2560,5391.0,84.0,241224.0,20747.0,178.0,3232.0,661.0,43,47851.0,79243.0,1347.0,3237547.0,282743.0,4092.0,59509.0,11280.0,706.0,0,-60,0.0
193,194,2882,6873.0,97.0,283282.0,28972.0,218.0,4052.0,779.0,56,99467.0,88098.0,1448.0,6918210.0,363892.0,5041.0,117949.0,19727.0,647.0,10,-69,0.0
194,195,3526,4102.0,63.0,322491.0,18387.0,149.0,4186.0,776.0,30,69078.0,76645.0,1308.0,4745759.0,336666.0,5055.0,86018.0,15138.0,584.0,0,-60,0.0
195,196,4070,5906.0,88.0,406991.0,29449.0,228.0,5578.0,984.0,44,94431.0,90549.0,1526.0,6504911.0,422128.0,6029.0,115695.0,19925.0,636.0,10,-69,0.0
196,197,3451,4119.0,66.0,316030.0,21017.0,174.0,4257.0,799.0,29,66328.0,73848.0,1290.0,4507672.0,362675.0,5449.0,86692.0,15253.0,529.0,0,-60,0.0
197,198,3953,5809.0,91.0,388078.0,32739.0,250.0,5646.0,1003.0,42,110968.0,87053.0,1446.0,7655058.0,458623.0,6358.0,139049.0,23028.0,644.0,0,-60,0.0
198,199,5800,7144.0,111.0,501239.0,41818.0,316.0,8009.0,1398.0,55,143464.0,195957.0,3856.0,9509953.0,1159292.0,17480.0,219926.0,40876.0,2339.0,0,-60,0.0
199,200,7906,12559.0,209.0,674384.0,76209.0,644.0,12403.0,2291.0,116,167278.0,340633.0,6902.0,10606671.0,1988470.0,31070.0,304162.0,60390.0,4562.0,0,0,0.0
200,1,0,9448.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,-19,0.0
201,2,0,924.0,0.0,0.0,0.0,6.0,0.0,0.0,0,1632.0,94797.0,1333.0,310.0,1390.0,251.0,0.0,5.0,1.0,0,-10,1.0
202,3,56,4504.0,50.0,17.0,62.0,16.0,0.0,0.0,6,2760.0,162548.0,2315.0,525.0,2375.0,454.0,1.0,6.0,2.0,0,-10,0.0
203,4,123,9786.0,112.0,41.0,157.0,27.0,0.0,0.0,6,3414.0,202956.0,2857.0,693.0,2999.0,557.0,1.0,11.0,4.0,0,-10,0.0
204,5,180,14669.0,165.0,67.0,246.0,37.0,0.0,6.0,5,5456.0,324525.0,4874.0,2542.0,7007.0,957.0,32.0,41.0,7.0,0,-10,0.0
205,6,280,22678.0,268.0,167.0,480.0,58.0,6.0,12.0,5,9766.0,562734.0,8437.0,8556.0,15614.0,2236.0,109.0,130.0,22.0,0,-10,0.0
206,7,479,37728.0,452.0,516.0,1037.0,104.0,13.0,20.0,11,16090.0,909690.0,13689.0,17127.0,28179.0,3550.0,226.0,264.0,38.0,0,-30,0.0
207,8,799,58105.0,749.0,1199.0,2005.0,164.0,21.0,29.0,21,25730.0,1443947.0,21922.0,39229.0,50869.0,6692.0,559.0,500.0,79.0,10,-59,0.0
208,9,923,62313.0,836.0,1827.0,2385.0,184.0,20.0,22.0,6,17577.0,976450.0,14935.0,34713.0,38363.0,4317.0,505.0,389.0,54.0,0,-50,0.0
209,10,1057,76526.0,1000.0,3259.0,3629.0,229.0,33.0,30.0,12,15808.0,851928.0,13182.0,48520.0,40153.0,4054.0,698.0,466.0,61.0,0,-50,0.0
210,11,1098,72641.0,1042.0,4494.0,4222.0,242.0,47.0,38.0,17,30121.0,1425244.0,22753.0,303230.0,131225.0,8965.0,5039.0,2300.0,228.0,0,-50,0.0
211,12,1620,95248.0,1421.0,16616.0,8647.0,385.0,201.0,111.0,27,42737.0,1764263.0,29524.0,665447.0,245821.0,13654.0,10683.0,4511.0,444.0,0,-50,0.0
212,13,2316,121294.0,1884.0,43918.0,17279.0,600.0,484.0,232.0,42,55091.0,1973485.0,34714.0,1177384.0,377567.0,18972.0,19014.0,7181.0,1297.0,0,-60,0.0
213,14,3125,142936.0,2365.0,83183.0,29292.0,870.0,937.0,400.0,83,90546.0,2121348.0,39655.0,3353082.0,676691.0,28251.0,53862.0,15853.0,2081.0,0,-70,0.0
214,15,4732,157853.0,2808.0,192686.0,50154.0,1273.0,2355.0,806.0,134,151406.0,2434519.0,49206.0,7011727.0,1268307.0,44322.0,114494.0,31486.0,3884.0,10,-89,0.0
215,16,5402,109945.0,1986.0,324239.0,59417.0,1230.0,3933.0,1195.0,139,102908.0,1595202.0,32973.0,4802781.0,933800.0,31340.0,79919.0,22326.0,2542.0,0,-80,0.0
216,17,6148,125502.0,2292.0,410278.0,83783.0,1576.0,5209.0,1474.0,182,125652.0,1467865.0,29236.0,6649772.0,940472.0,28624.0,109025.0,26183.0,2694.0,10,-89,0.0
217,18,4657,68488.0,1234.0,322366.0,48252.0,857.0,4002.0,1063.0,107,87155.0,1002373.0,20089.0,4594211.0,742278.0,22194.0,82672.0,20122.0,2478.0,0,-80,0.0
218,19,5264,80303.0,1417.0,395621.0,67659.0,1106.0,5343.0,1324.0,157,130429.0,998917.0,19140.0,7709509.0,898502.0,23822.0,135285.0,28930.0,2737.0,10,-89,0.0
219,20,4741,46325.0,796.0,366751.0,44979.0,700.0,4869.0,1150.0,105,89578.0,721207.0,13766.0,5204494.0,717138.0,18841.0,98219.0,21729.0,2511.0,10,-89,0.0
220,21,3331,33073.0,551.0,267451.0,35911.0,538.0,3659.0,875.0,94,62968.0,462684.0,8680.0,3753350.0,476430.0,12258.0,69864.0,15126.0,1531.0,10,-89,0.0
221,22,2342,21541.0,354.0,195318.0,24554.0,358.0,2621.0,617.0,61,47619.0,298443.0,5471.0,2921496.0,323225.0,7618.0,53031.0,11105.0,947.0,0,-60,0.0
222,23,2773,26590.0,394.0,243627.0,33499.0,418.0,3438.0,746.0,74,101657.0,327044.0,5676.0,6737543.0,451842.0,8670.0,113045.0,20550.0,903.0,0,-60,0.0
223,24,4857,29572.0,431.0,402708.0,41261.0,471.0,5793.0,1160.0,79,144686.0,830072.0,14030.0,8954846.0,1258423.0,23719.0,178281.0,38481.0,3251.0,0,-60,0.0
224,25,7387,50523.0,753.0,606698.0,80221.0,901.0,9590.0,2059.0,159,177161.0,1423900.0,24011.0,10243183.0,2052295.0,40248.0,238882.0,55234.0,5756.0,0,-80,0.0
225,26,9851,85016.0,1286.0,746594.0,138793.0,1599.0,14009.0,3175.0,302,201300.0,1769747.0,30318.0,11034392.0,2516224.0,53224.0,323025.0,71101.0,7293.0,10,-89,0.0
226,27,7473,77667.0,1186.0,538076.0,121832.0,1477.0,11818.0,2821.0,262,131967.0,1163987.0,20164.0,7157806.0,1654027.0,36357.0,225798.0,48546.0,5177.0,10,-89,0.0
227,28,4944,53706.0,810.0,365521.0,85081.0,1047.0,8481.0,1976.0,194,88579.0,729352.0,12529.0,4910990.0,1064812.0,23036.0,148658.0,31663.0,3150.0,0,-80,0.0
228,29,5448,61560.0,900.0,425807.0,103161.0,1236.0,10383.0,2240.0,238,131093.0,769470.0,13225.0,7938048.0,1357521.0,26420.0,188584.0,40356.0,3543.0,0,-80,0.0
229,30,7283,62310.0,987.0,529622.0,115901.0,1407.0,12515.0,2718.0,266,171557.0,1391363.0,24003.0,9737171.0,2118031.0,50044.0,309491.0,65693.0,7873.0,0,-80,0.0
230,31,9671,89015.0,1430.0,696607.0,159788.0,2164.0,18268.0,3975.0,434,200244.0,1753237.0,31435.0,10830246.0,2564046.0,71678.0,442988.0,88791.0,12414.0,10,-89,0.0
231,32,7422,77378.0,1234.0,526219.0,125766.0,1996.0,16145.0,3531.0,438,131614.0,1153806.0,20809.0,7031994.0,1680820.0,48662.0,306699.0,60299.0,8751.0,10,-89,0.0
232,33,4928,53291.0,839.0,359253.0,86690.0,1403.0,11530.0,2458.0,325,88230.0,721531.0,13112.0,4824233.0,1081500.0,30626.0,197032.0,38841.0,5215.0,10,-89,0.0
233,34,3298,33741.0,530.0,248895.0,56258.0,897.0,7503.0,1594.0,200,62703.0,467702.0,8344.0,3546683.0,737695.0,19678.0,130638.0,26040.0,3179.0,10,-89,0.0
234,35,2329,21785.0,341.0,184917.0,38026.0,577.0,4956.0,1067.0,124,47465.0,305839.0,5386.0,2803060.0,507727.0,12961.0,90189.0,17862.0,1961.0,0,-70,0.0
235,36,2756,27057.0,382.0,232664.0,51187.0,687.0,6168.0,1239.0,151,101935.0,336370.0,5838.0,6672792.0,676442.0,13761.0,142755.0,26779.0,2305.0,0,-70,0.0
236,37,4856,30136.0,429.0,395442.0,59393.0,761.0,8442.0,1665.0,172,144899.0,847629.0,14653.0,8920701.0,1712653.0,34327.0,230001.0,49594.0,5798.0,10,-79,0.0
237,38,5183,36246.0,555.0,425070.0,78943.0,926.0,8269.0,1922.0,205,97477.0,629867.0,10928.0,5902440.0,1185833.0,24314.0,160746.0,34572.0,4248.0,10,-89,0.0
238,39,3618,28512.0,432.0,302212.0,60155.0,697.0,6029.0,1402.0,157,67471.0,393451.0,6790.0,4159601.0,743863.0,15331.0,107441.0,22571.0,2536.0,0,-70,0.0
239,40,4070,35217.0,483.0,357460.0,74771.0,826.0,7434.0,1595.0,191,114074.0,403042.0,7025.0,7459142.0,934672.0,17309.0,155633.0,31172.0,2807.0,0,-70,0.0
240,41,5969,35927.0,524.0,480488.0,82634.0,929.0,9630.0,2025.0,211,157861.0,1068865.0,18269.0,9397929.0,1868206.0,38411.0,253069.0,55123.0,6782.0,0,-80,0.0
241,42,8463,63025.0,955.0,659982.0,129840.0,1560.0,14543.0,3180.0,362,187610.0,1563205.0,26862.0,10534049.0,2411208.0,56655.0,355180.0,75113.0,10470.0,0,-80,0.0
242,43,10837,97055.0,1505.0,784291.0,182990.0,2441.0,21168.0,4576.0,592,210813.0,1848848.0,32341.0,11232161.0,2729380.0,73133.0,480691.0,95569.0,14541.0,10,-99,0.0
243,44,7885,81795.0,1271.0,549459.0,135063.0,2054.0,17653.0,3824.0,527,138858.0,1210412.0,21389.0,7299787.0,1783941.0,50251.0,335724.0,65334.0,10629.0,0,-90,0.0
244,45,8641,95473.0,1472.0,644195.0,166401.0,2577.0,22660.0,4502.0,710,167568.0,1115782.0,19970.0,9580946.0,1896890.0,48912.0,344966.0,67938.0,9894.0,10,-99,0.0
245,46,6249,52132.0,829.0,462379.0,96392.0,1451.0,13259.0,2816.0,382,112744.0,788798.0,14265.0,6352882.0,1306104.0,36311.0,252495.0,48562.0,7934.0,10,-89,0.0
246,47,4212,36303.0,570.0,324789.0,67072.0,1043.0,9486.0,1975.0,294,77075.0,506180.0,9083.0,4435753.0,854451.0,23448.0,166368.0,31913.0,5330.0,10,-89,0.0
247,48,2876,23579.0,370.0,229382.0,44298.0,687.0,6312.0,1308.0,200,55807.0,327367.0,5826.0,3318105.0,581068.0,15214.0,111830.0,21362.0,3214.0,0,-70,0.0
248,49,3313,29132.0,417.0,280050.0,58006.0,816.0,7761.0,1500.0,243,107079.0,359752.0,6252.0,6973435.0,775374.0,16502.0,159714.0,29832.0,3115.0,0,-70,0.0
249,50,5328,31860.0,463.0,427866.0,67220.0,907.0,9969.0,1920.0,256,149923.0,911649.0,15828.0,9106523.0,1772387.0,37604.0,259450.0,53629.0,7501.0,10,-79,0.0
250,51,5392,38903.0,599.0,435162.0,82281.0,1025.0,9371.0,2088.0,269,100598.0,666736.0,11528.0,6009627.0,1220567.0,26680.0,181673.0,37357.0,5285.0,0,-80,0.0
251,52,6063,52396.0,746.0,523471.0,110863.0,1328.0,12143.0,2522.0,362,134450.0,593258.0,10134.0,8529762.0,1134138.0,24167.0,210025.0,39976.0,4900.0,0,-80,0.0
252,53,7721,51305.0,790.0,594393.0,110963.0,1407.0,14338.0,2863.0,393,174033.0,1289259.0,22162.0,10041293.0,1991010.0,48618.0,338777.0,66248.0,10495.0,0,-80,0.0
253,54,10003,79130.0,1252.0,737441.0,149961.0,2123.0,20389.0,4076.0,605,204169.0,1702935.0,30108.0,11096307.0,2521765.0,72499.0,495321.0,93151.0,17048.0,10,-99,0.0
254,55,7580,74547.0,1166.0,540300.0,123007.0,2010.0,18049.0,3697.0,601,134389.0,1126338.0,20142.0,7209863.0,1662724.0,49860.0,344013.0,63643.0,12056.0,0,-90,0.0
255,56,8349,88698.0,1368.0,636301.0,154497.0,2538.0,23236.0,4381.0,810,160561.0,1009142.0,17923.0,9313665.0,1681964.0,45664.0,342765.0,63746.0,10520.0,0,-90,0.0
256,57,9841,84482.0,1418.0,675226.0,157295.0,2673.0,25511.0,4772.0,856,200762.0,1552937.0,28500.0,10918794.0,2388606.0,78185.0,562043.0,99023.0,20787.0,0,-90,0.0
257,58,12139,106259.0,1845.0,811432.0,193876.0,3683.0,33876.0,6419.0,1241,232109.0,1881582.0,36397.0,11949420.0,2846862.0,115035.0,838113.0,137952.0,34435.0,10,-99,0.0
258,59,8701,83891.0,1443.0,582282.0,140980.0,3227.0,30446.0,5515.0,1216,152422.0,1233749.0,24107.0,7732571.0,1867116.0,79191.0,565381.0,93943.0,23955.0,0,-90,0.0
259,60,9541,97836.0,1669.0,683627.0,174365.0,4056.0,38664.0,6501.0,1621,173644.0,1121782.0,21598.0,9666768.0,1915908.0,70474.0,509000.0,88725.0,20704.0,10,-99,0.0
260,61,6523,52569.0,903.0,468427.0,97933.0,2124.0,20035.0,3727.0,807,116876.0,795889.0,15250.0,6417666.0,1325017.0,51812.0,375754.0,63285.0,16019.0,0,-90,0.0
261,62,7213,63977.0,1056.0,560431.0,123377.0,2659.0,25506.0,4387.0,1074,150006.0,817281.0,15211.0,8890007.0,1476129.0,51269.0,399776.0,66905.0,15892.0,10,-99,0.0
262,63,5550,37852.0,632.0,427592.0,74608.0,1519.0,15318.0,2768.0,609,101557.0,614608.0,11285.0,5911763.0,1056381.0,37578.0,290750.0,48100.0,11952.0,0,-90,0.0
263,64,6201,49405.0,765.0,515474.0,97698.0,1919.0,19636.0,3299.0,811,137380.0,634794.0,11418.0,8502747.0,1172879.0,36980.0,315542.0,51955.0,11989.0,0,-90,0.0
264,65,7896,51644.0,849.0,590254.0,105742.0,2094.0,22476.0,3743.0,905,177864.0,1319819.0,23128.0,10087876.0,2029665.0,66245.0,502425.0,83042.0,22491.0,10,-99,0.0
265,66,6539,56648.0,892.0,487943.0,96956.0,1854.0,18467.0,3303.0,806,118105.0,904058.0,15828.0,6597603.0,1373671.0,46760.0,355959.0,57842.0,16361.0,10,-99,0.0
266,67,4405,41378.0,635.0,337316.0,70215.0,1341.0,13360.0,2347.0,606,79872.0,559301.0,9755.0,4572081.0,871996.0,29048.0,227910.0,37125.0,10151.0,0,-90,0.0
267,68,4883,48838.0,708.0,395248.0,86215.0,1575.0,16158.0,2643.0,744,122942.0,580540.0,10114.0,7710578.0,1102222.0,28915.0,249694.0,42984.0,9079.0,0,-90,0.0
268,69,6703,48909.0,767.0,507017.0,95918.0,1673.0,18049.0,3039.0,760,166485.0,1282517.0,22100.0,9591245.0,1975143.0,56227.0,415492.0,71606.0,18808.0,0,-90,0.0
269,70,9172,77964.0,1235.0,680116.0,142106.0,2496.0,25352.0,4387.0,1112,195541.0,1689174.0,30164.0,10713517.0,2484954.0,82328.0,608387.0,99020.0,30691.0,10,-99,0.0
270,71,7226,73927.0,1171.0,520074.0,120789.0,2294.0,22218.0,3932.0,1091,128436.0,1116125.0,20043.0,6958069.0,1634537.0,56012.0,421668.0,67456.0,21099.0,10,-99,0.0
271,72,4803,51465.0,801.0,355549.0,84153.0,1617.0,15859.0,2746.0,782,86306.0,696975.0,12416.0,4780209.0,1049526.0,34840.0,267312.0,43093.0,12930.0,10,-99,0.0
272,73,3221,32596.0,505.0,246698.0,54598.0,1020.0,10204.0,1771.0,490,61530.0,451502.0,7914.0,3521294.0,715417.0,22064.0,173255.0,28483.0,8230.0,10,-89,0.0
273,74,2284,21036.0,323.0,183649.0,36880.0,648.0,6599.0,1169.0,311,46991.0,295785.0,5123.0,2788433.0,492528.0,14292.0,116185.0,19349.0,5442.0,10,-79,0.0
274,75,1732,13752.0,211.0,144324.0,25318.0,422.0,4405.0,791.0,204,38314.0,194077.0,3324.0,2364393.0,339818.0,9509.0,81242.0,13655.0,3226.0,10,-69,0.0
275,76,1405,9027.0,139.0,120930.0,17457.0,279.0,3059.0,558.0,127,30740.0,127320.0,2164.0,1967216.0,234960.0,5924.0,57817.0,9899.0,1930.0,10,-69,0.0
276,77,1127,5923.0,89.0,100817.0,12067.0,174.0,2172.0,401.0,81,24576.0,83675.0,1413.0,1612984.0,163150.0,3712.0,41900.0,6989.0,1147.0,0,-50,0.0
277,78,1386,7379.0,103.0,136996.0,16667.0,204.0,2785.0,478.0,95,52752.0,93984.0,1512.0,3604655.0,225498.0,4177.0,70394.0,11686.0,1413.0,0,-50,0.0
278,79,2490,8358.0,119.0,222385.0,21038.0,231.0,4008.0,692.0,110,106134.0,240993.0,4130.0,7135611.0,650162.0,11153.0,146040.0,25905.0,3414.0,0,-60,0.0
279,80,4842,15181.0,224.0,430703.0,43268.0,434.0,7366.0,1339.0,190,140052.0,415989.0,7258.0,9177000.0,1145316.0,20201.0,208328.0,39170.0,5513.0,0,-60,0.0
280,81,7195,27022.0,393.0,626307.0,78415.0,793.0,11614.0,2184.0,314,164409.0,619232.0,11007.0,10378380.0,1777936.0,31177.0,275184.0,54163.0,7937.0,10,-79,0.0
281,82,6025,27023.0,421.0,501787.0,84115.0,853.0,10035.0,2128.0,285,108793.0,452093.0,8076.0,6757973.0,1225436.0,21742.0,191606.0,37366.0,5521.0,0,-70,0.0
282,83,6667,36845.0,523.0,593473.0,111574.0,1091.0,12888.0,2541.0,379,140612.0,435541.0,7789.0,9048701.0,1232374.0,21295.0,222070.0,41622.0,5151.0,0,-80,0.0
283,84,8261,38159.0,577.0,645901.0,115418.0,1192.0,15180.0,2931.0,410,178677.0,1076525.0,18603.0,10452449.0,2055122.0,44001.0,358234.0,68658.0,10601.0,10,-89,0.0
284,85,6599,45881.0,707.0,507209.0,98817.0,1210.0,13077.0,2717.0,379,119022.0,763312.0,13227.0,6830103.0,1387614.0,31062.0,253992.0,47583.0,7636.0,0,-80,0.0
285,86,7313,59845.0,863.0,600164.0,127896.0,1556.0,16971.0,3248.0,513,147578.0,663800.0,11356.0,9083877.0,1341617.0,28661.0,272053.0,49992.0,7055.0,0,-90,0.0
286,87,8862,57551.0,895.0,651442.0,129080.0,1660.0,19377.0,3643.0,561,185628.0,1330268.0,23099.0,10457635.0,2116189.0,54688.0,436775.0,79217.0,14259.0,0,-90,0.0
287,88,11057,83862.0,1347.0,780765.0,165803.0,2436.0,26886.0,5020.0,837,219736.0,1730208.0,30874.0,11679600.0,2640476.0,81714.0,648935.0,111885.0,23056.0,0,-90,0.0
288,89,13447,114166.0,1887.0,888629.0,212621.0,3644.0,37521.0,7032.0,1318,246388.0,1971461.0,36609.0,12387961.0,2993196.0,107890.0,888695.0,145673.0,33123.0,10,-99,0.0
