,V1,pop_1,pop_2,pop_3,pop_4,pop_5,pop_6,pop_7,pop_8,pop_9,sbank_1,sbank_2,sbank_3,sbank_4,sbank_5,sbank_6,sbank_7,sbank_8,sbank_9,actions,rewards,policy
541,142,18917,168321.0,3777.0,1019979.0,321402.0,15288.0,78371.0,20922.0,8996,310504.0,2441253.0,61434.0,13029922.0,3963372.0,417941.0,1292458.0,386639.0,212066.0,0,-90,0.0
542,143,20681,182516.0,4433.0,1049783.0,351579.0,20515.0,85280.0,25722.0,12886,338792.0,2704806.0,74601.0,13180471.0,4199810.0,570080.0,1446286.0,504464.0,312796.0,0,-90,0.0
543,144,22711,200686.0,5332.0,1072979.0,380286.0,27263.0,94259.0,32324.0,18778,360207.0,2857204.0,88078.0,13269491.0,4337970.0,772975.0,1605689.0,590089.0,457586.0,0,-90,0.0
544,145,24569,216198.0,6385.0,1086642.0,401949.0,35239.0,104105.0,38697.0,27472,378455.0,2945377.0,101882.0,13321960.0,4419356.0,985119.0,1735611.0,651825.0,659118.0,10,-99,0.0
545,146,14652,135222.0,4169.0,659908.0,227585.0,27844.0,65807.0,26682.0,23627,244655.0,1891251.0,67286.0,8525636.0,2833898.0,650333.0,1121224.0,424616.0,465226.0,0,-90,0.0
546,147,15742,150026.0,4751.0,760243.0,268441.0,34067.0,75347.0,30331.0,31338,248361.0,1796524.0,57295.0,10564373.0,3109865.0,515850.0,956161.0,342537.0,394332.0,0,-90,0.0
547,148,16903,144785.0,4782.0,780379.0,279628.0,31501.0,71034.0,28472.0,31349,274069.0,2136298.0,68436.0,11752992.0,3504959.0,787699.0,1167728.0,461173.0,715594.0,0,-90,0.0
548,149,18682,160245.0,5292.0,896956.0,312180.0,37660.0,77452.0,32338.0,41539,301336.0,2390049.0,80871.0,12441334.0,3895410.0,985214.0,1308744.0,558320.0,1027425.0,10,-99,0.0
549,150,11585,108545.0,3326.0,609114.0,196771.0,28065.0,49571.0,22829.0,36617,197024.0,1560093.0,53535.0,8017482.0,2531936.0,648226.0,852309.0,366425.0,684804.0,0,-90,0.0
550,151,12588,123619.0,3793.0,711101.0,237578.0,34203.0,58196.0,26147.0,46465,207073.0,1441125.0,44976.0,9858398.0,2630955.0,507699.0,732858.0,294148.0,548346.0,10,-99,0.0
551,152,7885,67255.0,1913.0,478332.0,134137.0,15702.0,28925.0,12735.0,21645,137647.0,989958.0,30784.0,6528650.0,1760806.0,366894.0,510471.0,205296.0,408561.0,0,-90,0.0
552,153,8621,79188.0,2176.0,570907.0,164514.0,19240.0,35673.0,14629.0,27954,164984.0,994653.0,28076.0,8966260.0,1910650.0,329329.0,503577.0,185430.0,385443.0,10,-99,0.0
553,154,6167,46069.0,1175.0,431503.0,96833.0,9952.0,19605.0,7885.0,14849,110626.0,719040.0,19847.0,5957731.0,1312844.0,235535.0,368502.0,129735.0,289457.0,0,-90,0.0
554,155,6826,57738.0,1369.0,519713.0,122432.0,12284.0,25020.0,9155.0,19545,144169.0,728706.0,18256.0,8536318.0,1427807.0,206929.0,387033.0,120081.0,268068.0,10,-99,0.0
555,156,5326,33859.0,762.0,409840.0,72450.0,6273.0,14857.0,5080.0,10338,98230.0,563626.0,13530.0,5697930.0,1028310.0,148916.0,281563.0,84971.0,201543.0,0,-90,0.0
556,157,5977,45324.0,918.0,495938.0,95098.0,7752.0,19032.0,5942.0,13598,134950.0,593670.0,13139.0,8368067.0,1153254.0,132994.0,308743.0,82705.0,187469.0,10,-99,0.0
557,158,4950,27542.0,544.0,401149.0,58299.0,4017.0,11763.0,3468.0,7221,92264.0,485126.0,10251.0,5594810.0,867421.0,96327.0,224981.0,59439.0,140890.0,0,-90,0.0
558,159,5579,38436.0,678.0,486506.0,79470.0,4985.0,15135.0,4105.0,9505,130509.0,522059.0,10433.0,8299774.0,992517.0,87033.0,258456.0,61106.0,130396.0,10,-99,0.0
559,160,4767,24131.0,429.0,397635.0,50050.0,2621.0,9771.0,2536.0,5030,89556.0,430687.0,8382.0,5553618.0,773003.0,63735.0,188045.0,44336.0,97888.0,10,-89,0.0
560,161,3332,19401.0,335.0,285002.0,38884.0,1838.0,7057.0,1803.0,3616,63134.0,280818.0,5382.0,3960316.0,513742.0,39987.0,125677.0,28873.0,61793.0,10,-89,0.0
561,162,2349,13009.0,224.0,205655.0,26491.0,1169.0,4759.0,1186.0,2323,47535.0,180499.0,3421.0,3040751.0,348249.0,24890.0,87224.0,19272.0,38030.0,0,-80,0.0
562,163,2773,16072.0,249.0,254633.0,36122.0,1360.0,5950.0,1356.0,2802,100237.0,200872.0,3730.0,6806426.0,482206.0,21804.0,139915.0,26706.0,32297.0,0,-80,0.0
563,164,4809,18026.0,275.0,410199.0,43738.0,1366.0,8214.0,1730.0,2796,139543.0,512032.0,9472.0,8998775.0,1346883.0,45170.0,225395.0,48082.0,63915.0,10,-89,0.0
564,165,5003,21883.0,360.0,429379.0,61863.0,1257.0,8096.0,1873.0,2301,93576.0,382620.0,7093.0,5947200.0,974830.0,32913.0,156802.0,33926.0,46554.0,10,-89,0.0
565,166,3474,17308.0,283.0,304491.0,49089.0,943.0,5880.0,1375.0,1716,64961.0,239927.0,4401.0,4185271.0,615480.0,20198.0,105121.0,22132.0,28658.0,10,-89,0.0
566,167,2416,11188.0,184.0,216927.0,32030.0,594.0,3977.0,908.0,1084,48485.0,155047.0,2829.0,3170448.0,416602.0,12966.0,74453.0,15390.0,17783.0,10,-89,0.0
567,168,1788,7222.0,120.0,165065.0,21502.0,380.0,2800.0,629.0,678,38984.0,102525.0,1835.0,2585721.0,290840.0,8068.0,56096.0,11324.0,10909.0,0,-70,0.0
568,169,2197,9015.0,135.0,212643.0,29680.0,444.0,3653.0,761.0,813,89114.0,119017.0,2028.0,6137463.0,406000.0,8475.0,109101.0,19733.0,9516.0,0,-70,0.0
569,170,4127,10379.0,155.0,364309.0,37637.0,482.0,5799.0,1142.0,821,129110.0,296946.0,5400.0,8600506.0,1113148.0,21810.0,178560.0,37206.0,19194.0,0,-70,0.0
570,171,6469,18763.0,289.0,571305.0,71948.0,864.0,9599.0,2007.0,1171,156746.0,511224.0,9634.0,10035734.0,1959836.0,38593.0,243024.0,55374.0,31928.0,10,-89,0.0
571,172,5706,21979.0,371.0,483569.0,91354.0,1049.0,8799.0,2157.0,1134,103532.0,364157.0,6726.0,6548718.0,1327458.0,26631.0,168243.0,37926.0,22247.0,10,-89,0.0
572,173,3863,16581.0,271.0,334848.0,67652.0,765.0,6323.0,1540.0,826,71043.0,228845.0,4213.0,4534947.0,841087.0,16847.0,112337.0,24725.0,13527.0,10,-89,0.0
573,174,2645,10676.0,177.0,234447.0,43806.0,493.0,4255.0,1014.0,517,52048.0,148934.0,2737.0,3373730.0,571452.0,11341.0,79174.0,17161.0,8510.0,10,-79,0.0
574,175,1926,6932.0,116.0,176083.0,29475.0,333.0,2978.0,702.0,325,41005.0,98431.0,1792.0,2703042.0,395736.0,7322.0,58936.0,12662.0,5586.0,10,-69,0.0
575,176,1508,4571.0,74.0,139660.0,20325.0,215.0,2201.0,515.0,212,34261.0,65789.0,1184.0,2301983.0,274630.0,4767.0,46440.0,9667.0,3278.0,0,-60,0.0
576,177,1901,5745.0,89.0,187178.0,28068.0,256.0,2952.0,637.0,253,75299.0,78067.0,1337.0,5206253.0,373609.0,5689.0,90036.0,16443.0,3354.0,10,-69,0.0
577,178,2641,3602.0,59.0,241506.0,18722.0,170.0,3186.0,644.0,135,54773.0,67355.0,1201.0,3758140.0,339863.0,5437.0,67864.0,12946.0,2683.0,0,-60,0.0
578,179,3143,5190.0,83.0,316900.0,29889.0,246.0,4325.0,828.0,184,73246.0,77038.0,1371.0,5063287.0,409994.0,6070.0,89682.0,16482.0,2987.0,10,-69,0.0
579,180,2677,3517.0,60.0,246853.0,20543.0,176.0,3304.0,665.0,116,53697.0,64009.0,1180.0,3677244.0,357912.0,5550.0,69737.0,13306.0,2500.0,10,-69,0.0
580,181,1980,2878.0,48.0,191327.0,17700.0,159.0,2587.0,535.0,96,40294.0,42766.0,769.0,2756466.0,242464.0,3575.0,51068.0,9376.0,1482.0,10,-69,0.0
581,182,1489,1977.0,34.0,143984.0,12435.0,109.0,1909.0,381.0,61,34012.0,28604.0,498.0,2345391.0,166889.0,2317.0,41499.0,7191.0,881.0,10,-59,0.0
582,183,1242,1330.0,26.0,119986.0,8574.0,71.0,1532.0,294.0,37,28439.0,20028.0,336.0,1976086.0,118789.0,1561.0,34116.0,5689.0,534.0,0,-50,0.0
583,184,1573,1708.0,32.0,163063.0,11963.0,91.0,2112.0,371.0,46,61593.0,27716.0,413.0,4324380.0,177773.0,1940.0,70818.0,11068.0,435.0,10,-59,0.0
584,185,2164,1248.0,17.0,201420.0,8767.0,59.0,2489.0,434.0,25,46428.0,23744.0,368.0,3249070.0,160626.0,1745.0,55055.0,9035.0,329.0,0,-50,0.0
585,186,2627,1817.0,26.0,270972.0,14086.0,86.0,3443.0,569.0,31,63763.0,29238.0,444.0,4465950.0,200260.0,2108.0,74768.0,12444.0,328.0,0,-60,0.0
586,187,3517,2320.0,32.0,316522.0,18470.0,110.0,4556.0,770.0,36,111737.0,69481.0,1264.0,7632861.0,524304.0,7060.0,153150.0,25340.0,1374.0,10,-69,0.0
587,188,3987,2961.0,49.0,361501.0,24252.0,191.0,5397.0,977.0,49,76138.0,51813.0,966.0,5158466.0,400111.0,5275.0,108289.0,18127.0,924.0,10,-69,0.0
588,189,2824,2344.0,41.0,265036.0,20008.0,151.0,4045.0,736.0,37,54453.0,33769.0,611.0,3710298.0,259878.0,3334.0,75246.0,12614.0,580.0,0,-60,0.0
589,190,3238,2957.0,49.0,317099.0,27281.0,185.0,5096.0,869.0,47,103373.0,44672.0,713.0,7193491.0,350971.0,4513.0,129761.0,20958.0,612.0,0,-60,0.0
590,191,5161,3623.0,59.0,452286.0,33507.0,227.0,7351.0,1247.0,54,137089.0,112322.0,2293.0,9236619.0,1014401.0,14653.0,208290.0,37842.0,2199.0,0,-60,0.0
591,192,7321,6892.0,119.0,640593.0,65640.0,517.0,11588.0,2094.0,113,160202.0,192123.0,4485.0,10440909.0,1793379.0,26721.0,286995.0,55922.0,4357.0,10,-79,0.0
592,193,5895,8243.0,170.0,505596.0,83616.0,719.0,10419.0,2184.0,154,105209.0,136877.0,3141.0,6786450.0,1231136.0,18451.0,198767.0,38290.0,2805.0,10,-79,0.0
593,194,3935,6237.0,127.0,346934.0,62610.0,528.0,7471.0,1559.0,109,71902.0,86842.0,1963.0,4676123.0,781767.0,11495.0,131025.0,24827.0,1716.0,0,-70,0.0
594,195,4383,7730.0,140.0,405013.0,77780.0,621.0,9142.0,1764.0,131,115666.0,102896.0,2272.0,7791391.0,986915.0,14597.0,174806.0,33384.0,2387.0,0,-70,0.0
595,196,6193,8907.0,165.0,514537.0,86514.0,740.0,11305.0,2201.0,162,148851.0,262788.0,5707.0,9623881.0,1888043.0,33016.0,285764.0,57991.0,5257.0,0,-70,0.0
596,197,8300,16413.0,301.0,685008.0,132951.0,1306.0,16704.0,3391.0,284,173413.0,445020.0,9281.0,10726096.0,2411764.0,47245.0,405963.0,79227.0,8318.0,10,-79,0.0
597,198,6423,19142.0,358.0,520931.0,116807.0,1305.0,14790.0,3136.0,298,114191.0,316391.0,6430.0,6964374.0,1588620.0,32067.0,281663.0,53991.0,5760.0,0,-70,0.0
598,199,7077,25982.0,436.0,614083.0,147344.0,1641.0,19018.0,3706.0,399,143308.0,298629.0,6177.0,9161857.0,1610070.0,30912.0,293563.0,55931.0,5610.0,0,-70,0.0
599,200,8581,28143.0,475.0,659426.0,150339.0,1761.0,21295.0,4103.0,438,180680.0,759185.0,14409.0,10724391.0,2315778.0,56686.0,479942.0,87286.0,11827.0,0,0,0.0
600,1,0,9448.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-10,0.0
601,2,0,6153.0,6.0,0.0,0.0,0.0,0.0,0.0,0,10799.0,631061.0,9045.0,2040.0,9096.0,1748.0,3.0,24.0,1.0,10,-19,1.0
602,3,360,25465.0,320.0,90.0,387.0,46.0,0.0,6.0,0,7960.0,470745.0,6772.0,1529.0,6831.0,1320.0,3.0,19.0,1.0,0,-10,0.0
603,4,443,36853.0,418.0,159.0,624.0,66.0,0.0,12.0,6,6427.0,379785.0,5421.0,1233.0,5556.0,1058.0,2.0,17.0,1.0,0,-20,0.0
604,5,452,36202.0,429.0,171.0,668.0,67.0,0.0,17.0,6,17094.0,978734.0,14595.0,16442.0,28840.0,3401.0,215.0,248.0,39.0,0,-20,0.0
605,6,820,59435.0,768.0,835.0,1700.0,129.0,10.0,29.0,11,27024.0,1511433.0,23065.0,36091.0,54680.0,5997.0,517.0,496.0,81.0,0,-50,0.0
606,7,1340,93154.0,1260.0,2349.0,3696.0,241.0,28.0,46.0,17,33200.0,1819086.0,28168.0,54716.0,78826.0,7615.0,796.0,1119.0,128.0,0,-50,0.0
607,8,1835,121958.0,1729.0,4342.0,6178.0,351.0,48.0,82.0,23,38915.0,1997079.0,32190.0,168358.0,137725.0,10289.0,2538.0,2192.0,237.0,10,-59,0.0
608,9,1443,89636.0,1289.0,7717.0,6530.0,292.0,90.0,87.0,11,26389.0,1307102.0,21413.0,151163.0,106404.0,7238.0,2258.0,1688.0,180.0,0,-50,0.0
609,10,1618,103310.0,1484.0,14017.0,9967.0,373.0,140.0,113.0,18,25023.0,1202048.0,19806.0,192879.0,112028.0,7188.0,2853.0,1740.0,183.0,0,-50,0.0
610,11,1712,99140.0,1556.0,18654.0,11687.0,410.0,186.0,131.0,23,49380.0,1653592.0,28532.0,1264386.0,345589.0,14635.0,20418.0,7191.0,574.0,0,-50,0.0
611,12,2607,117820.0,1931.0,69046.0,23200.0,639.0,785.0,341.0,41,78240.0,1940048.0,35588.0,2821550.0,654421.0,23972.0,45586.0,14234.0,1685.0,10,-79,0.0
612,13,2812,87156.0,1431.0,130133.0,30457.0,663.0,1554.0,544.0,61,55373.0,1271218.0,23615.0,2118101.0,473213.0,16519.0,34112.0,10581.0,1126.0,0,-80,0.0
613,14,3270,101036.0,1647.0,180584.0,45605.0,843.0,2147.0,689.0,82,63382.0,1151659.0,21020.0,2889978.0,466759.0,15110.0,46659.0,11915.0,947.0,10,-89,0.0
614,15,2369,54013.0,884.0,141375.0,24482.0,455.0,1706.0,486.0,41,50616.0,814546.0,14991.0,2426710.0,455652.0,13103.0,41468.0,10929.0,836.0,10,-69,0.0
615,16,1857,37504.0,602.0,123720.0,22292.0,371.0,1513.0,436.0,33,35988.0,523172.0,9616.0,1807583.0,310422.0,8793.0,30948.0,7687.0,559.0,0,-60,0.0
616,17,2132,45475.0,681.0,158146.0,31465.0,460.0,1999.0,523.0,43,68582.0,541081.0,9305.0,4137062.0,368880.0,8826.0,66899.0,13153.0,589.0,10,-79,0.0
617,18,2440,25417.0,390.0,192417.0,18860.0,263.0,2348.0,513.0,30,52902.0,452596.0,7723.0,3142796.0,350261.0,7586.0,52929.0,11106.0,547.0,10,-69,0.0
618,19,1933,20389.0,313.0,162142.0,17161.0,215.0,1950.0,444.0,24,36070.0,294374.0,4954.0,2176498.0,236134.0,4879.0,36922.0,7543.0,371.0,0,-50,0.0
619,20,2174,25746.0,353.0,194141.0,24089.0,263.0,2480.0,521.0,33,82199.0,297053.0,4947.0,5463182.0,302468.0,5311.0,88416.0,14867.0,423.0,0,-60,0.0
620,21,3894,27893.0,386.0,324212.0,29345.0,297.0,4398.0,831.0,40,131206.0,773521.0,12651.0,8211887.0,891405.0,16479.0,153493.0,30133.0,1891.0,10,-69,0.0
621,22,4652,33111.0,480.0,389152.0,41009.0,444.0,5397.0,1152.0,67,89484.0,582514.0,9557.0,5493321.0,675950.0,12389.0,106034.0,21619.0,1343.0,10,-69,0.0
622,23,3316,26329.0,381.0,281665.0,33808.0,354.0,3968.0,873.0,54,62617.0,364542.0,5950.0,3922160.0,432168.0,7650.0,73881.0,14854.0,837.0,0,-60,0.0
623,24,3756,32571.0,426.0,335600.0,45723.0,418.0,4999.0,1022.0,67,111069.0,370529.0,6024.0,7316024.0,548300.0,9143.0,128612.0,23210.0,919.0,0,-60,0.0
624,25,5702,33613.0,459.0,465316.0,50813.0,481.0,7256.0,1414.0,75,154165.0,988515.0,16702.0,9309930.0,1642333.0,28623.0,207276.0,45742.0,3730.0,0,-60,0.0
625,26,8192,58707.0,862.0,649453.0,101842.0,1028.0,11493.0,2473.0,171,184589.0,1516192.0,25574.0,10473175.0,2276377.0,42924.0,284201.0,62594.0,5414.0,0,-80,0.0
626,27,10576,92966.0,1406.0,776715.0,161819.0,1742.0,16781.0,3687.0,300,207701.0,1821776.0,31414.0,11179435.0,2643438.0,54670.0,384057.0,79246.0,7220.0,0,-80,0.0
627,28,12778,121702.0,1929.0,862557.0,209721.0,2475.0,23556.0,5013.0,437,233206.0,2016112.0,36127.0,11926807.0,2896926.0,71930.0,536276.0,102544.0,11061.0,0,-80,0.0
628,29,14872,142861.0,2394.0,931187.0,245935.0,3378.0,32385.0,6645.0,653,262717.0,2219628.0,42497.0,12530027.0,3229042.0,100084.0,757316.0,136793.0,17485.0,10,-99,0.0
629,30,9969,100175.0,1713.0,615388.0,161933.0,2817.0,27689.0,5486.0,622,172308.0,1445358.0,28201.0,8067599.0,2111731.0,69815.0,520438.0,93840.0,12484.0,10,-99,0.0
630,31,6473,67037.0,1137.0,411274.0,109252.0,2007.0,19591.0,3825.0,463,113185.0,908770.0,17698.0,5464739.0,1365934.0,43878.0,328296.0,59574.0,8042.0,0,-80,0.0
631,32,7046,75256.0,1268.0,475699.0,130487.0,2363.0,23483.0,4272.0,578,148853.0,964056.0,18104.0,8329188.0,1740665.0,44632.0,330818.0,63574.0,7966.0,10,-99,0.0
632,33,5499,44456.0,744.0,398399.0,86340.0,1323.0,12867.0,2634.0,308,100874.0,699201.0,13151.0,5587032.0,1207239.0,33163.0,245191.0,45618.0,6205.0,10,-89,0.0
633,34,3759,32018.0,526.0,286517.0,61731.0,954.0,9209.0,1858.0,232,70045.0,447561.0,8270.0,3982843.0,781287.0,21349.0,161916.0,29701.0,3710.0,10,-89,0.0
634,35,2608,20839.0,338.0,206756.0,40556.0,623.0,6144.0,1222.0,144,51907.0,288660.0,5286.0,3054279.0,530455.0,13863.0,108935.0,20017.0,2253.0,10,-79,0.0
635,36,1917,13459.0,221.0,158758.0,27359.0,407.0,4125.0,820.0,91,41110.0,189267.0,3396.0,2517564.0,366977.0,8721.0,77121.0,14184.0,1384.0,0,-60,0.0
636,37,2334,16728.0,248.0,206415.0,37638.0,477.0,5201.0,970.0,113,88446.0,211697.0,3733.0,5912088.0,496864.0,9473.0,123472.0,21432.0,1791.0,0,-60,0.0
637,38,4182,18886.0,275.0,352103.0,45117.0,527.0,7222.0,1323.0,132,132347.0,533758.0,9330.0,8476806.0,1391440.0,26109.0,206268.0,41684.0,4532.0,0,-70,0.0
638,39,6608,33883.0,500.0,559135.0,88052.0,1000.0,11436.0,2276.0,241,163277.0,917019.0,16170.0,9966245.0,2125548.0,41583.0,287488.0,60055.0,7157.0,10,-79,0.0
639,40,5935,39455.0,618.0,479840.0,100206.0,1134.0,10424.0,2349.0,256,108271.0,652591.0,11537.0,6509040.0,1424385.0,28449.0,198608.0,41090.0,5080.0,10,-89,0.0
640,41,4040,29728.0,460.0,332834.0,72813.0,817.0,7466.0,1668.0,190,74024.0,408920.0,7184.0,4512298.0,906895.0,18063.0,130906.0,26698.0,3053.0,10,-79,0.0
641,42,2758,19085.0,296.0,233307.0,47212.0,529.0,4965.0,1095.0,120,54001.0,263789.0,4620.0,3360798.0,617036.0,12138.0,90461.0,18403.0,1889.0,10,-79,0.0
642,43,2001,12294.0,192.0,175381.0,31819.0,356.0,3414.0,752.0,79,42313.0,172986.0,3017.0,2695688.0,426586.0,7851.0,66038.0,13324.0,1187.0,0,-60,0.0
643,44,2420,15281.0,219.0,222778.0,43766.0,423.0,4379.0,899.0,94,95758.0,196039.0,3511.0,6506159.0,574944.0,9428.0,122168.0,22516.0,1719.0,10,-69,0.0
644,45,3364,9118.0,142.0,300167.0,28867.0,275.0,4356.0,882.0,64,67339.0,169980.0,2996.0,4508158.0,521955.0,8393.0,89006.0,17515.0,1280.0,10,-69,0.0
645,46,2481,7619.0,118.0,232354.0,25682.0,235.0,3313.0,707.0,51,46188.0,111274.0,1954.0,3086968.0,348087.0,5403.0,60000.0,12015.0,810.0,10,-69,0.0
646,47,1716,5151.0,80.0,163597.0,17892.0,162.0,2268.0,491.0,35,37502.0,72313.0,1252.0,2535934.0,235316.0,3485.0,47326.0,8788.0,513.0,0,-50,0.0
647,48,2113,6402.0,92.0,208555.0,24409.0,194.0,3021.0,592.0,42,92144.0,86775.0,1341.0,6407619.0,341304.0,4704.0,107146.0,18046.0,563.0,10,-69,0.0
648,49,3218,4004.0,59.0,294706.0,16963.0,139.0,3746.0,698.0,26,64523.0,74940.0,1222.0,4451354.0,307209.0,4647.0,77682.0,13575.0,489.0,10,-69,0.0
649,50,2380,3362.0,50.0,229488.0,15115.0,132.0,2886.0,549.0,22,43886.0,49309.0,806.0,3030900.0,205886.0,3013.0,52667.0,9110.0,319.0,10,-69,0.0
650,51,1632,2284.0,36.0,160817.0,10576.0,93.0,1987.0,373.0,14,35945.0,32946.0,522.0,2503437.0,142834.0,1974.0,42568.0,7029.0,211.0,10,-59,0.0
651,52,1318,1533.0,26.0,128885.0,7328.0,61.0,1574.0,286.0,11,31046.0,22815.0,354.0,2175083.0,103972.0,1338.0,36337.0,5703.0,143.0,10,-59,0.0
652,53,1126,1057.0,19.0,110760.0,5290.0,42.0,1333.0,233.0,8,25332.0,15798.0,232.0,1785745.0,75457.0,917.0,29259.0,4508.0,96.0,10,-59,0.0
653,54,922,729.0,13.0,91680.0,3840.0,30.0,1079.0,185.0,6,20647.0,10775.0,149.0,1457778.0,54715.0,620.0,23649.0,3577.0,60.0,0,-50,0.0
654,55,1151,929.0,16.0,125310.0,5434.0,38.0,1478.0,234.0,12,46595.0,16854.0,180.0,3287969.0,91290.0,850.0,52101.0,7859.0,100.0,10,-59,0.0
655,56,1634,750.0,9.0,153337.0,4432.0,28.0,1823.0,300.0,6,37766.0,14416.0,181.0,2651630.0,83587.0,811.0,43245.0,6741.0,94.0,10,-59,0.0
656,57,1375,649.0,9.0,135492.0,4093.0,28.0,1582.0,268.0,6,26251.0,9712.0,117.0,1844197.0,57225.0,553.0,30116.0,4619.0,63.0,10,-59,0.0
657,58,976,449.0,6.0,97528.0,2929.0,21.0,1131.0,191.0,6,22215.0,7466.0,87.0,1567713.0,42807.0,400.0,25276.0,3780.0,42.0,10,-49,0.0
658,59,812,343.0,6.0,80307.0,2171.0,14.0,930.0,156.0,6,19133.0,5995.0,66.0,1347985.0,33795.0,300.0,21574.0,3141.0,32.0,0,-40,0.0
659,60,1044,476.0,12.0,114497.0,3195.0,22.0,1316.0,201.0,12,41423.0,10464.0,91.0,2935087.0,61980.0,487.0,47045.0,6849.0,69.0,0,-40,0.0
660,61,1932,718.0,17.0,184222.0,4859.0,32.0,2345.0,363.0,17,95994.0,27789.0,331.0,6743183.0,178539.0,1570.0,114234.0,16669.0,206.0,10,-59,0.0
661,62,3333,1164.0,14.0,310657.0,8115.0,45.0,3922.0,630.0,9,66447.0,19960.0,248.0,4643276.0,131691.0,1203.0,79975.0,11829.0,157.0,0,-60,0.0
662,63,3877,1612.0,21.0,396238.0,12436.0,61.0,5206.0,780.0,16,87864.0,23591.0,263.0,6161088.0,152136.0,1259.0,103409.0,14931.0,171.0,0,-60,0.0
663,64,4980,1947.0,26.0,440135.0,15041.0,71.0,6550.0,979.0,20,127038.0,61058.0,1010.0,8619283.0,456155.0,5456.0,189201.0,27953.0,671.0,10,-69,0.0
664,65,4612,2588.0,38.0,413172.0,20973.0,146.0,6760.0,1086.0,24,85319.0,45406.0,805.0,5735218.0,348206.0,4128.0,133528.0,19881.0,526.0,0,-60,0.0
665,66,5172,3624.0,53.0,499190.0,32453.0,202.0,8846.0,1327.0,37,122387.0,50387.0,768.0,8375486.0,373850.0,4033.0,170835.0,25186.0,534.0,10,-69,0.0
666,67,4471,2322.0,38.0,401734.0,19211.0,121.0,6344.0,1016.0,26,82593.0,43267.0,769.0,5589698.0,345354.0,3923.0,124934.0,18873.0,513.0,0,-60,0.0
667,68,5013,3339.0,54.0,486455.0,30399.0,179.0,8274.0,1257.0,39,121260.0,57171.0,1000.0,8319172.0,461730.0,5630.0,171004.0,26377.0,660.0,0,-60,0.0
668,69,6717,4398.0,71.0,570139.0,40960.0,256.0,10677.0,1662.0,51,150545.0,124243.0,2637.0,9931328.0,1099796.0,15093.0,271690.0,44153.0,2287.0,0,-60,0.0
669,70,8680,7881.0,141.0,723218.0,73301.0,545.0,15847.0,2567.0,114,173051.0,214264.0,4959.0,10908042.0,1952044.0,28310.0,383795.0,66088.0,4625.0,10,-79,0.0
670,71,6443,9209.0,188.0,531205.0,91060.0,757.0,13978.0,2590.0,164,114538.0,153814.0,3480.0,7115042.0,1325385.0,19362.0,267401.0,45310.0,3018.0,10,-79,0.0
671,72,4287,6998.0,141.0,363250.0,67531.0,557.0,10042.0,1843.0,116,77541.0,97984.0,2180.0,4872758.0,839225.0,12050.0,173305.0,29366.0,1855.0,10,-79,0.0
672,73,2892,4564.0,90.0,251327.0,43713.0,358.0,6588.0,1205.0,75,55742.0,65274.0,1466.0,3575470.0,569529.0,7913.0,115996.0,19926.0,1204.0,10,-69,0.0
673,74,2065,3025.0,62.0,186353.0,29382.0,230.0,4397.0,816.0,49,43101.0,44076.0,989.0,2819209.0,393763.0,5291.0,81122.0,14219.0,798.0,0,-60,0.0
674,75,2475,3821.0,73.0,234173.0,40405.0,280.0,5509.0,970.0,61,96538.0,58713.0,1194.0,6680424.0,536126.0,7029.0,135600.0,23027.0,1475.0,10,-69,0.0
675,76,3394,2664.0,54.0,308607.0,26879.0,205.0,4894.0,907.0,57,67048.0,50583.0,1114.0,4609583.0,485531.0,6819.0,98800.0,17736.0,1110.0,0,-60,0.0
676,77,3935,3872.0,79.0,393832.0,42808.0,304.0,6469.0,1149.0,78,87489.0,59684.0,1279.0,6037353.0,578363.0,8491.0,121427.0,22128.0,1081.0,10,-69,0.0
677,78,3210,2710.0,57.0,295207.0,29042.0,240.0,4526.0,892.0,44,62127.0,49786.0,1100.0,4239162.0,503716.0,7561.0,92256.0,17578.0,896.0,0,-60,0.0
678,79,3694,3870.0,81.0,363745.0,45312.0,346.0,6009.0,1140.0,64,108145.0,63094.0,1290.0,7488821.0,624262.0,8584.0,144684.0,25640.0,975.0,0,-60,0.0
679,80,5568,4963.0,98.0,484191.0,54843.0,431.0,8426.0,1568.0,76,141197.0,143017.0,3652.0,9410568.0,1578002.0,23980.0,228397.0,46904.0,3003.0,0,-60,0.0
680,81,7702,8997.0,200.0,662537.0,101457.0,878.0,12959.0,2603.0,152,163958.0,242255.0,5902.0,10537758.0,2230349.0,36451.0,316531.0,65074.0,5064.0,10,-79,0.0
681,82,6054,10420.0,230.0,511159.0,106031.0,993.0,11513.0,2551.0,180,108212.0,174067.0,4110.0,6878455.0,1487025.0,24690.0,220092.0,44182.0,3288.0,10,-79,0.0
682,83,4046,7922.0,166.0,351356.0,76162.0,714.0,8266.0,1797.0,126,73683.0,110608.0,2596.0,4732335.0,949494.0,15896.0,143955.0,28935.0,2034.0,10,-79,0.0
683,84,2748,5151.0,109.0,244304.0,49413.0,467.0,5465.0,1184.0,82,53568.0,73403.0,1706.0,3491915.0,645864.0,10871.0,97988.0,19720.0,1315.0,10,-69,0.0
